StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
       14,      05,   194901,   2.64,   20.7,   2.55,   2.55,   4.02,   2.55,      0,   1373,   2.77,   1.59,   1.67,   -.36,    .77,    .82,    .16,     12,   29.4,
       14,      04,   194901,    .72,   19.4,   1.42,   1.42,    .78,    .79,      0,   1414,   1.06,     .3,    .84,    -.1,     .3,     .2,   -.19,      8,   30.8,
       14,      01,   194901,    .84,   16.2,   1.67,   1.67,   1.12,   1.48,      0,   1513,   1.32,    .84,   1.29,   -.16,    .42,    .12,   -.12,    5.8,   26.6,
       14,      03,   194901,   3.82,   20.8,   1.54,   1.54,   4.63,   1.54,      0,   1370,   2.98,   2.13,   1.35,    .02,     .2,    .38,    .23,   11.9,   29.8,
       14,      09,   194901,   5.41,   26.3,   2.68,   2.68,   5.73,   2.68,      0,   1200,   2.64,   1.99,   1.53,   -.13,   1.07,    .94,    .57,   17.5,     35,
       14,      02,   194901,   2.13,   17.4,   1.24,   1.24,   2.95,   1.24,      0,   1476,   2.61,   1.53,   1.57,   -.48,    .15,    .16,   -.35,    8.1,   26.8,
       14,      06,   194901,   4.69,   23.6,   1.72,   1.72,   5.16,   1.72,      0,   1283,   2.73,   2.08,   1.27,   -.38,    .63,     .6,    .54,   15.1,     32,
       14,      07,   194901,   1.08,   22.4,   2.63,   2.63,   1.61,    2.4,      0,   1321,   1.51,    .49,   1.02,    .58,    .65,    .71,    .48,     11,   33.9,
       14,      08,   194901,   3.37,   22.7,   3.73,   3.73,   5.06,   3.73,      0,   1311,   2.86,   1.74,   1.79,     .8,   1.43,   1.43,   1.06,   13.6,   31.8,
       14,      07,   194902,    .78,   33.3,   2.63,   2.63,    .81,   2.63,      0,    888,    .59,   1.19,    .56,   -.29,    .86,    .48,    .59,   21.7,     45,
       14,      05,   194902,    .87,   29.8,   2.63,   2.63,   1.02,   2.63,      0,    986,    .14,    1.9,   1.21,    .15,   1.15,    .58,    .22,   20.9,   38.8,
       14,      09,   194902,   1.98,   35.1,   2.86,   2.86,   1.36,   2.86,      0,    837,     .7,   2.45,   1.94,     .1,   1.58,   1.05,     .7,   25.3,   44.9,
       14,      06,   194902,   1.48,   31.4,    1.9,    1.9,   1.07,    1.9,      0,    941,    .47,   2.48,   1.95,    .16,    .93,    .64,    .63,   22.4,   40.4,
       14,      08,   194902,   1.41,   32.9,   3.88,   3.88,    1.6,   3.88,      0,    899,    .68,   2.27,   1.55,    .31,   2.38,   1.17,   1.21,   23.8,     42,
       14,      02,   194902,    .77,     26,   1.24,   1.24,    .38,   1.24,      0,   1092,    .09,   1.76,   1.24,    .23,    .39,   -.04,   -.29,   15.9,   36.2,
       14,      03,   194902,   1.08,   27.5,   1.67,   1.67,    .87,   1.67,      0,   1050,    .19,   2.29,   1.75,    .21,    .53,    .26,     .3,   17.7,   37.3,
       14,      04,   194902,    .57,   30.2,   1.43,   1.43,    .47,    .91,      0,    974,     .3,    .75,    .29,    -.6,    .63,    .13,   -.14,     18,   42.4,
       14,      01,   194902,    .53,     29,    1.6,    1.6,    .33,    1.5,      0,   1008,     .2,    .89,    .67,   -.21,     .4,    .13,   -.07,   16.4,   41.4,
       14,      07,   194903,   1.49,   42.5,   2.68,   2.68,    .96,   2.68,      0,    698,     .7,    .69,   1.05,    .42,    .71,    .41,     .6,   29.8,   55.2,
       14,      06,   194903,    2.5,   42.1,   1.83,   1.83,    .39,   1.83,      0,    710,    .32,    .38,   1.98,     .7,    .87,    .46,    .49,   32.1,     52,
       14,      01,   194903,   2.63,   38.3,   2.29,   2.29,   2.56,   2.29,      0,    828,   1.48,   1.33,    1.5,    .96,    .25,    .36,    .16,   26.8,   49.7,
       14,      09,   194903,    2.2,   44.3,   2.52,   2.52,   -.13,   2.41,      0,    642,   -.07,    .24,    1.8,    .77,   1.01,     .9,    .61,     34,   54.6,
       14,      05,   194903,    1.5,   41.5,   2.42,   2.42,     .2,   2.42,      0,    729,    .17,    .11,   1.12,    .68,    .61,    .47,    .11,   31.4,   51.6,
       14,      08,   194903,   1.71,   43.5,    3.6,    3.6,    .36,    3.6,      0,    667,    .28,    .45,   1.47,    .83,   1.32,   1.11,   1.13,   32.9,     54,
       14,      02,   194903,   1.71,   38.4,   1.23,   1.23,    .35,   1.23,      0,    825,    .43,    .31,   1.16,    .78,    .23,    -.1,   -.28,   28.3,   48.5,
       14,      04,   194903,   1.71,     40,   1.65,   1.65,    1.1,   1.42,      0,    775,    .86,    .77,    .93,     .4,    .31,    .05,   -.11,   27.9,     52,
       14,      03,   194903,   2.09,   39.7,   1.65,   1.65,    .46,   1.65,      0,    784,     .2,    .14,   1.63,    .75,    .29,    .07,    .12,   29.5,     50,
       14,      05,   194904,   2.07,   53.7,   2.14,   2.14,   -.11,   2.02,      8,    347,   -.18,   -.12,   -.14,    .89,   -.35,    .62,   -.05,   41.9,   65.6,
       14,      07,   194904,   1.74,   53.1,   2.66,   2.66,    .78,   2.66,      6,    363,    .27,    .47,    .51,    .83,    .64,    .71,    .38,   39.6,   66.6,
       14,      02,   194904,    2.1,   52.3,   1.13,   1.13,    .06,   1.07,      5,    386,   -.18,    .04,    .01,    .93,   -.36,     .1,   -.48,   39.2,   65.3,
       14,      03,   194904,   2.19,   52.4,   1.33,   1.33,   -.46,   1.03,      5,    383,   -.52,   -.32,   -.34,    .68,   -.14,    .04,    -.2,   39.6,   65.1,
       14,      01,   194904,   1.78,   50.2,   2.21,   2.21,    .46,   2.21,      0,    444,   -.03,    .88,    .83,    1.2,     .3,    .65,    .15,   36.7,   63.8,
       14,      04,   194904,   1.79,   51.4,   1.67,   1.67,    .59,   1.63,      0,    412,    .18,    .55,    .53,    .74,    .16,    .42,   -.03,   38.1,   64.6,
       14,      08,   194904,   2.23,   55.4,   3.25,   3.25,    .05,   3.21,     12,    300,    .01,    .08,    .21,   1.19,    .67,    1.3,    .68,   43.7,     67,
       14,      09,   194904,   2.86,   55.9,   2.16,   2.16,    -.3,   1.86,     11,    284,   -.26,   -.28,   -.07,    .93,   -.18,    .92,    .15,   44.3,   67.5,
       14,      06,   194904,   2.17,   53.3,   1.37,   1.37,   -.84,    .89,      6,    357,   -.66,   -.32,    -.2,    .75,   -.44,     .5,    .05,   41.9,   64.7,
       14,      02,   194905,   5.02,   64.3,   1.51,   1.51,   1.51,   1.51,     97,    119,     .7,    .43,    .46,    .85,    .42,    .51,   -.23,   53.4,   75.1,
       14,      01,   194905,   5.27,   61.9,    3.1,    3.1,   3.36,    3.1,     59,    155,   1.28,      1,   1.46,   1.51,    .98,   1.17,    .52,   50.4,   73.4,
       14,      03,   194905,   5.12,   66.2,   1.37,   1.37,    .53,   1.25,    125,     88,     .4,   -.07,   -.02,    .75,    .11,     .4,   -.13,   55.6,   76.7,
       14,      06,   194905,   5.28,   67.1,   1.31,   1.31,    .25,     .9,    136,     71,    .38,   -.18,   -.05,     .8,    .08,    .74,    .15,     57,   77.2,
       14,      04,   194905,    4.6,   62.4,   2.36,   2.36,   2.58,   2.36,     60,    141,   1.14,    .95,   1.12,   1.04,    .45,   1.07,   -.05,   50.5,   74.2,
       14,      05,   194905,   5.24,   65.1,   2.57,   2.57,   1.95,   2.57,    103,    100,     .8,    .48,    .39,     .8,    .31,    1.1,    .05,     55,   75.2,
       14,      09,   194905,   5.58,   68.6,   2.02,   2.02,    .25,   1.77,    155,     43,    .41,    .01,    -.1,    .77,   -.01,   1.22,    .13,   58.4,   78.8,
       14,      08,   194905,   6.82,   66.2,      4,      4,   3.27,      4,    115,     78,   1.28,   1.09,    .91,   1.37,    .81,   2.28,    .91,   55.9,   76.4,
       14,      07,   194905,   4.56,   64.3,   3.18,   3.18,   2.37,   3.18,     84,    106,   1.07,    .95,    .98,   1.02,    .53,    1.2,    .34,   52.3,   76.3,
       14,      06,   194906,   5.01,   75.1,    1.1,    1.1,   -.22,    .53,    310,      7,    .01,    .22,   -.15,    .75,    .26,    .55,   -.02,   65.1,   85.1,
       14,      09,   194906,   4.93,   76.7,   1.78,   1.78,   -.11,   1.42,    354,      0,    .05,     .2,   -.03,    .76,    .38,    .68,    .06,   66.7,   86.7,
       14,      08,   194906,   5.14,   76.4,   4.14,   4.14,   1.65,   4.14,    348,      6,    .66,   1.23,   1.14,   1.61,   1.23,   1.63,   1.12,   65.2,   87.6,
       14,      03,   194906,   8.44,   74.5,   2.15,   2.15,   2.76,   2.15,    294,      9,   1.47,   1.18,    .85,   1.41,    .99,    .64,   -.04,   64.3,   84.7,
       14,      05,   194906,   5.25,   75.2,   2.84,   2.84,    1.6,   2.84,    317,     11,    .68,    .87,    .69,   1.08,    .81,    .81,    .06,   64.3,     86,
       14,      07,   194906,   5.97,   73.4,   4.57,   4.57,   5.17,   4.57,    268,     16,   1.85,   1.83,   1.82,   1.96,   1.56,   1.59,   1.04,   60.7,     86,
       14,      01,   194906,    5.6,   70.5,   4.17,   4.17,   4.16,   4.17,    199,     34,   1.43,   1.68,   1.61,   2.07,   1.82,   1.33,    .53,   58.3,   82.6,
       14,      04,   194906,    7.4,   71.6,   4.27,   4.27,   6.44,   4.27,    224,     26,   2.04,   2.11,   2.19,   2.27,   1.95,   1.75,    .84,     59,   84.1,
       14,      02,   194906,   6.95,   73.4,   2.55,   2.55,   3.58,   2.55,    270,     18,   1.42,   1.38,   1.21,   1.51,   1.27,    .79,   -.21,   62.4,   84.5,
       14,      07,   194907,   4.39,   78.7,   5.74,   5.74,   4.92,   5.74,    425,      0,   1.12,   1.83,   2.01,    2.2,   2.26,   1.95,   1.46,   65.5,   91.9,
       14,      04,   194907,    2.4,   77.8,   4.72,   4.72,   2.69,   4.72,    397,      0,   -.26,   1.54,   1.72,   1.76,   1.81,   1.45,    .96,   64.4,   91.3,
       14,      05,   194907,   2.41,   80.2,   2.66,   2.66,    .33,   2.66,    471,      0,   -.36,    .18,    .45,    .26,    .79,    .01,    .24,   68.3,   92.2,
       14,      09,   194907,   5.63,     80,   2.24,   2.24,   1.93,   2.24,    465,      0,    .88,    .52,     .5,    .29,    .88,    .07,    .31,   70.1,     90,
       14,      03,   194907,   3.24,     78,   1.98,   1.98,    .16,   1.98,    407,      0,   -.07,    .87,    .81,    .54,    .91,    .39,    .16,   67.8,   88.3,
       14,      08,   194907,   4.58,     81,   4.73,   4.73,   3.05,   4.73,    496,      0,    .88,    .92,   1.41,   1.29,    1.8,   1.46,   1.36,   68.9,     93,
       14,      01,   194907,   2.59,   76.5,   4.39,   4.39,   1.95,   4.39,    360,      0,    -.2,    .94,   1.32,   1.54,   1.77,   1.25,    .55,     63,   90.1,
       14,      02,   194907,   2.48,   78.8,   2.45,   2.45,    .49,   2.45,    428,      0,   -.38,    .75,    .85,    .72,   1.12,    .37,   -.02,   66.1,   91.4,
       14,      06,   194907,   6.15,   78.4,   1.74,   1.74,   2.24,   1.74,    415,      0,    .95,    .64,    .61,    .38,    .78,    .05,    .44,   68.6,   88.2,
       14,      09,   194908,   1.69,   75.9,   1.82,   1.82,   -.58,   1.49,    347,      9,     -1,    .04,   -.02,   -.15,    .42,    -.1,    .33,   63.1,   88.6,
       14,      08,   194908,   1.93,   76.5,   4.32,   4.32,    .24,   4.32,    363,      6,   -.63,    .13,    .42,    .88,   1.27,    .86,    1.3,   63.5,   89.4,
       14,      06,   194908,   2.98,   74.8,   1.68,   1.68,    .37,   1.68,    316,     12,   -.38,    .44,    .32,    .12,    .63,    .15,    .51,   62.3,   87.2,
       14,      07,   194908,   3.02,   75.5,   6.23,   6.23,   3.22,   6.23,    330,      0,    .54,   1.08,   1.71,   2.11,   2.09,   1.72,   1.64,   61.7,   89.2,
       14,      05,   194908,   1.38,   76.5,   -.47,   1.91,  -1.41,   1.25,    364,      7,  -1.29,  -1.19,   -.41,   -.14,    .22,   -.09,    .21,   63.6,   89.4,
       14,      03,   194908,   3.13,   74.3,   1.67,   1.67,   -.33,   1.44,    301,     13,   -.36,   -.43,    .51,    .31,    .76,    .33,    .24,   61.8,   86.7,
       14,      04,   194908,   4.56,   74.2,   6.07,   6.07,   5.49,   6.07,    292,      7,   1.52,    .81,   1.82,   2.09,   1.99,   1.72,   1.39,   60.9,   87.6,
       14,      01,   194908,   4.46,   72.6,   5.82,   5.82,   5.64,   5.82,    248,     13,   1.33,    .75,   1.34,   1.83,   1.87,   1.61,   1.15,   59.2,     86,
       14,      02,   194908,   2.56,   75.2,   2.25,   2.25,    .13,   2.24,    327,     10,   -.41,   -.58,    .46,    .54,    .77,     .5,    .19,     62,   88.3,
       14,      04,   194909,    .46,   64.6,   5.35,   5.35,   -.27,    5.2,     89,    101,  -1.28,    .61,    .21,   1.71,   1.77,   1.61,   1.37,   50.6,   78.7,
       14,      07,   194909,   1.39,   66.2,   5.86,   5.86,    .82,   5.86,    108,     72,    -.2,    .22,    .84,    1.8,   2.02,   1.81,   1.74,     52,   80.3,
       14,      05,   194909,   1.56,   65.1,   -.77,   1.37,  -1.04,    .24,    103,    100,   -.77,  -1.53,   -1.5,   -.35,    .06,      0,    .37,   51.7,   78.5,
       14,      06,   194909,   2.53,   63.4,   1.33,   1.33,   -.54,    .98,     78,    126,   -.57,    -.8,    .03,   -.14,    .48,    .18,    .43,   50.9,   75.8,
       14,      08,   194909,   3.24,   66.1,   4.27,   4.27,   1.18,   4.27,    117,     84,     .5,   -.21,    .32,    .96,   1.42,   1.14,   1.58,   53.3,   78.9,
       14,      09,   194909,   5.16,   65.7,      2,      2,   1.11,      2,    114,     93,    .57,   -.17,    .29,    .09,     .7,    .41,    .46,   53.6,   77.8,
       14,      02,   194909,   2.06,   63.6,   1.94,   1.94,   -.24,   1.76,     81,    123,   -.29,   -.64,   -.72,    .35,    .65,    .57,    .38,   49.7,   77.5,
       14,      01,   194909,    .34,   62.9,      5,      5,   -.65,    4.7,     67,    130,   -1.6,    .38,    .07,   1.17,   1.52,   1.42,   1.09,   48.4,   77.5,
       14,      03,   194909,   4.02,   61.6,    1.7,    1.7,    .63,    1.7,     53,    155,    .22,   -.19,   -.24,    .34,    .78,    .55,    .48,   48.6,   74.6,
       14,      05,   194910,   1.95,   58.3,   -.78,   1.14,   -.27,    -.1,     24,    231,    .14,    -.5,  -1.39,   -.28,   -.36,    .15,    .44,   45.5,   71.1,
       14,      03,   194910,   2.77,   57.7,   1.64,   1.64,    .32,   1.64,     24,    250,    .28,    .24,   -.04,    .51,    .35,    .68,    .54,   45.2,   70.2,
       14,      02,   194910,   2.27,   56.8,   1.97,   1.97,    .69,   1.97,     17,    271,    .52,    .04,   -.32,    .49,    .41,    .76,    .49,   43.1,   70.4,
       14,      04,   194910,   1.72,   53.9,   5.37,   5.37,   1.71,   5.37,      5,    349,    .67,   -.32,    .73,   1.72,   1.77,   1.88,   1.49,   39.8,     68,
       14,      01,   194910,   1.59,   52.4,   4.99,   4.99,   1.53,   4.99,      0,    391,    .54,   -.58,    .44,   1.21,    1.4,    1.6,   1.18,   38.7,   66.1,
       14,      08,   194910,   1.91,   58.8,   -.01,   3.82,   -.04,   3.74,     24,    217,    .04,    .24,   -.23,    .91,    .85,   1.39,   1.68,   45.8,   71.8,
       14,      06,   194910,   4.42,   58.7,   1.66,   1.66,   1.42,   1.66,     28,    223,     .9,    .14,   -.14,    .28,    .16,    .51,    .57,   46.5,   70.8,
       14,      07,   194910,   2.05,     56,   5.93,   5.93,   2.03,   5.93,      8,    287,    .76,    .37,    .55,   1.78,   1.92,   2.09,   1.85,   41.2,   70.8,
       14,      09,   194910,    3.1,   59.6,   1.85,   1.85,    .17,   1.85,     34,    202,    .13,    .42,    -.1,    .19,     .1,    .59,    .59,   47.5,   71.7,
       14,      01,   194911,    .15,   45.9,   3.99,   3.99,  -1.45,   3.39,      0,    573,   -.84,    .02,   -.99,    .69,   1.27,   1.33,   1.02,   29.5,   62.3,
       14,      07,   194911,    .03,   48.5,   -.48,   4.84,  -1.44,   4.26,      0,    495,  -1.13,     .2,   -.03,   1.33,   1.69,   1.77,    1.8,   30.6,   66.5,
       14,      09,   194911,    .14,   49.4,   -.64,   1.02,  -1.92,    .04,      0,    468,  -1.49,   -.76,   -.21,   -.24,   -.28,    .22,    .46,   34.5,   64.3,
       14,      05,   194911,    .07,   47.4,  -1.45,  -1.45,  -2.25,  -1.45,      0,    528,  -1.24,   -.63,  -1.05,   -.91,   -.59,   -.26,    .29,     32,   62.9,
       14,      03,   194911,    .62,   46.3,   -.42,   1.05,  -1.26,    .34,      0,    561,   -.67,   -.32,   -.08,    .31,    .17,    .54,    .46,   31.9,   60.7,
       14,      02,   194911,    .04,   46.2,   -.63,   1.14,  -1.88,    .19,      0,    564,  -1.38,   -.27,   -.46,     .1,    .22,    .44,    .35,   30.2,   62.3,
       14,      04,   194911,    .03,   46.8,   -.54,   4.28,  -1.62,   3.62,      0,    546,  -1.23,    .07,   -.79,   1.28,   1.63,    1.6,   1.33,   29.3,   64.4,
       14,      08,   194911,    .04,   48.9,   -.67,   2.76,  -1.98,   1.87,      0,    483,  -1.28,   -.69,   -.31,    .05,    .52,    .94,   1.62,   32.6,   65.1,
       14,      06,   194911,    .43,   47.6,   -.44,   1.05,  -1.32,    .31,      0,    522,  -1.01,    .11,   -.35,   -.01,   -.11,    .33,    .49,   33.5,   61.5,
       14,      09,   194912,   2.01,   37.2,   -.37,   1.11,     .6,    .39,      0,    862,    .65,   -.69,   -.49,   -.07,   -.19,    .42,    .56,   26.4,   47.9,
       14,      05,   194912,    .79,   32.3,  -1.44,  -1.44,    -.4,  -1.44,      0,   1014,    .24,   -.88,   -.58,  -1.61,   -.61,   -.21,    .13,   20.5,   44.1,
       14,      04,   194912,    .09,   31.6,   -.69,   3.63,   -.61,   2.71,      0,   1035,  -1.01,  -1.75,   -.25,   -.08,   1.45,   1.58,   1.32,   16.2,   46.9,
       14,      07,   194912,    .24,   33.2,   -.52,   4.25,   -.28,   3.51,      0,    986,   -.35,  -1.26,   -.03,    .54,   1.54,   1.78,   1.66,   18.6,   47.9,
       14,      06,   194912,   1.84,   34.4,   -.09,   1.25,    .92,    .92,      0,    949,    .68,   -.35,    .29,    .15,   -.09,    .49,     .4,   23.5,   45.4,
       14,      03,   194912,   1.32,   31.5,   -.25,   1.06,    .37,    .49,      0,   1039,    .44,   -.35,   -.17,   -.32,    .19,    .62,    .34,   20.1,   42.9,
       14,      02,   194912,    .49,   29.6,   -.71,    .87,   -.45,   -.29,      0,   1097,    -.1,  -1.23,   -.36,   -.83,    .14,    .43,    .14,   17.2,   42.1,
       14,      08,   194912,    .96,   34.5,   -.62,   2.46,   -.05,   1.52,      0,    946,    .37,   -.78,   -.59,   -.19,    .57,   1.09,   1.52,   22.4,   46.6,
       14,      01,   194912,    .08,   30.7,   3.37,   3.37,   -.65,   2.48,      0,   1063,  -1.29,  -1.64,   -.33,    -.2,     .9,   1.26,    .93,   15.5,     46,
       14,      07,   195001,    .03,   31.8,   -.72,   3.56,   -.76,   2.51,      0,   1029,  -1.29,  -1.17,  -1.61,   -.12,    1.4,   1.55,   1.58,   14.7,   48.8,
       14,      08,   195001,    .11,   30.9,   -.93,   1.84,  -1.12,    .47,      0,   1057,  -1.15,    -.4,  -1.19,   -.85,    .49,    .49,   1.41,   17.7,     44,
       14,      06,   195001,    .51,   29.9,   -.22,    .98,   -.43,    .38,      0,   1088,   -.46,    .16,   -.57,   -.55,    .03,   -.07,    .37,   18.4,   41.4,
       14,      01,   195001,    .16,   25.4,   2.86,   2.86,   -.47,   1.77,      0,   1228,   -.55,  -1.42,  -1.93,   -.13,    .93,   1.12,     .9,    8.6,   42.1,
       14,      05,   195001,    .09,   28.3,  -1.78,  -1.78,  -1.46,  -1.78,      0,   1138,   -1.2,   -.55,  -1.35,  -2.01,   -.63,   -.68,    .07,   14.9,   41.7,
       14,      02,   195001,     .1,   24.5,   -.98,   -.98,  -1.03,   -.98,      0,   1256,   -1.2,   -.86,   -1.7,   -.98,    .15,    .07,    .09,   10.1,     39,
       14,      04,   195001,     .1,   28.2,   -.82,   3.05,   -.62,   1.87,      0,   1141,   -.82,  -1.45,  -2.16,    .08,   1.37,   1.45,   1.27,   11.1,   45.3,
       14,      03,   195001,    .53,   25.4,   -.33,    .85,   -.31,    .09,      0,   1228,   -.32,    .03,   -.52,   -.35,    .31,    .16,    .31,   13.6,   37.3,
       14,      09,   195001,    .75,   33.4,   -.47,    .86,   -.41,   -.07,      0,    980,   -.26,    .18,   -.85,    -.6,   -.14,   -.19,    .56,   22.3,   44.4,
       14,      09,   195002,   1.15,   39.6,   -.47,    .73,   -.13,   -.25,      0,    711,   -.09,    -.4,   -.05,   -.27,   -.26,   -.31,    .56,   26.6,   52.6,
       14,      03,   195002,    .83,   32.7,   -.24,    .82,    .18,    .12,      0,    904,   -.18,   -.45,   -.15,    -.2,     .2,    .09,    .19,   20.3,   45.1,
       14,      07,   195002,    .22,   39.9,   -.95,   2.89,    -.9,    1.5,      0,    703,   -.58,  -1.31,  -1.27,   -.66,   1.02,   1.42,   1.34,   22.2,   57.5,
       14,      06,   195002,     .8,   35.8,   -.26,    .81,   -.19,    .09,      0,    818,   -.41,   -.77,    -.2,   -.48,   -.09,   -.17,    .31,   23.3,   48.4,
       14,      02,   195002,    .83,   33.7,   -.91,   -.91,   -.09,   -.91,      0,    876,    .19,   -.51,   -.57,   -.73,   -.07,    .09,   -.06,   19.4,   48.1,
       14,      01,   195002,    1.2,     36,   3.12,   3.12,   1.67,    2.6,      0,    812,   1.35,    .87,    .21,   -.84,    .66,   1.25,   1.02,   20.7,   51.3,
       14,      04,   195002,    .49,   37.4,   -.78,    2.7,   -.11,   1.47,      0,    773,    .13,   -.44,   -.94,   -1.2,   1.05,   1.45,   1.21,   20.7,   54.1,
       14,      08,   195002,    .56,   39.5,  -1.18,   1.31,  -1.03,    -.4,      0,    714,   -.36,   -.96,    -.6,   -.64,   -.16,    .34,   1.11,   24.4,   54.6,
       14,      05,   195002,    .49,   36.9,  -2.02,  -2.02,  -1.29,  -2.02,      0,    787,   -.47,  -1.09,   -.76,  -1.36,  -1.14,   -.76,   -.18,   22.2,   51.6,
       14,      03,   195003,    .72,   37.6,   -.54,   -.54,   -.99,   -.54,      0,    849,  -1.11,   -1.1,  -1.19,   -.86,    -.7,   -.13,    -.1,   25.8,   49.4,
       14,      07,   195003,    .11,   41.4,  -1.36,   2.09,  -1.52,    .19,      0,    732,  -1.29,  -1.35,  -1.67,   -.93,   -.02,   1.07,   1.01,   24.5,   58.4,
       14,      01,   195003,    .45,   37.1,   2.55,   2.55,   -.77,   1.71,      0,    865,   -.68,    .16,   -.03,   -.38,   -.26,    .82,     .8,   22.2,   51.9,
       14,      08,   195003,    .36,   42.5,  -1.65,    .58,  -1.78,  -1.62,      0,    698,   -1.3,  -1.27,  -1.66,  -1.42,   -.71,    .12,    .87,   28.1,   56.9,
       14,      02,   195003,    .71,   37.7,  -1.23,  -1.23,  -1.22,  -1.23,      0,    846,   -.58,   -.46,    -.8,   -.86,  -1.13,   -.07,   -.22,   24.1,   51.4,
       14,      04,   195003,    .46,   38.2,   -.97,   2.15,   -.82,    .64,      0,    831,   -.52,   -.48,   -.73,    -.7,   -.36,   1.15,    .86,   22.5,   53.8,
       14,      05,   195003,    .79,   40.1,  -2.31,  -2.31,   -1.5,  -2.31,      0,    772,   -.57,    -.8,   -1.2,  -1.22,  -1.99,   -.92,   -.37,   26.7,   53.5,
       14,      09,   195003,     .9,   42.7,   -.89,   -.89,   -1.4,   -.89,      0,    691,  -1.42,  -1.09,   -1.2,  -1.09,    -.5,   -.51,    .27,   30.1,   55.3,
       14,      06,   195003,    .86,   40.2,   -.69,   -.69,  -1.35,   -.69,      0,    769,  -1.28,  -1.31,  -1.46,    -.5,   -.33,   -.44,      0,   28.2,   52.2,
       14,      05,   195004,    .78,   51.1,  -2.68,  -2.68,  -1.81,  -2.68,      0,    417,  -1.55,   -1.6,  -1.65,   -2.2,  -2.86,  -1.12,   -.39,   37.8,   64.4,
       14,      07,   195004,    .67,   52.9,   -1.7,   1.38,  -1.46,   -.91,      6,    369,   -.92,  -1.49,  -1.58,  -2.21,   -.93,    .79,   1.12,   36.8,   68.9,
       14,      03,   195004,   1.39,   48.5,   -.78,   -.78,   -.89,   -.78,      0,    495,  -1.38,  -1.77,  -1.69,  -1.79,  -1.17,   -.22,   -.18,   35.5,   61.4,
       14,      01,   195004,    .97,   47.7,   2.07,   2.07,   -.65,    .99,      0,    519,   -.84,   -1.2,   -.57,  -1.24,   -.52,    .65,    .98,   32.4,     63,
       14,      06,   195004,    2.2,   50.6,   -.78,   -.78,   -.49,   -.78,      0,    432,   -.63,  -1.48,  -1.64,  -1.78,   -1.2,   -.39,    .06,   38.2,     63,
       14,      04,   195004,    .74,   49.2,  -1.23,   1.56,  -1.09,   -.27,      0,    474,   -.99,  -1.23,  -1.15,  -1.85,   -.61,    .87,   1.01,   33.3,     65,
       14,      08,   195004,    .53,   53.2,  -2.09,  -2.09,  -1.83,  -2.09,      7,    361,  -1.86,  -2.45,  -2.02,  -2.36,  -1.67,    -.2,    .85,   39.6,   66.8,
       14,      09,   195004,   1.46,   53.5,  -1.27,  -1.27,  -1.42,  -1.27,      6,    351,  -1.52,   -2.5,  -1.88,  -1.96,  -1.35,   -.67,    .21,     41,     66,
       14,      02,   195004,    .77,   48.9,  -1.65,  -1.65,  -1.65,  -1.65,      0,    483,  -1.54,  -1.58,  -1.45,  -2.05,  -1.63,    -.3,   -.25,   34.8,   63.1,
       14,      03,   195005,   5.41,   63.9,    -.3,    -.3,   1.21,     .4,     89,    123,    .51,   -.28,   -.71,   -.77,   -.65,   -.15,    .07,   51.4,   76.3,
       14,      02,   195005,   6.16,   62.1,    .73,   -.75,   2.19,    .42,     66,    156,   1.15,    .35,    .02,    -.2,    -.5,   -.08,    .21,   48.9,   75.3,
       14,      09,   195005,   4.43,   66.1,  -1.29,  -1.29,   -.46,  -1.29,    110,     76,   -.07,  -1.05,   -1.5,  -1.27,  -1.07,   -.86,    .35,     55,   77.1,
       14,      05,   195005,    4.3,   63.9,  -2.55,  -2.55,   -.45,  -2.55,     86,    120,    .39,   -.52,   -.76,  -1.05,  -1.53,  -1.41,   -.17,   50.5,   77.3,
       14,      08,   195005,   2.62,   65.4,  -2.54,  -2.54,  -1.99,  -2.54,    102,     90,   -.54,   -1.7,  -1.93,  -1.95,  -1.61,   -.99,   1.03,   51.9,     79,
       14,      01,   195005,    2.4,     58,   1.65,   1.65,   -.61,    .37,     24,    241,   -.32,   -.89,  -1.16,  -1.05,  -1.53,   -.07,    .82,   43.7,   72.3,
       14,      07,   195005,    1.3,   63.5,  -2.34,  -2.34,  -2.44,  -2.34,     73,    119,   -.92,  -1.48,  -1.67,  -2.07,  -1.72,    .11,    .93,   47.3,   79.8,
       14,      04,   195005,   2.19,   59.7,  -1.47,   1.04,  -1.09,  -1.04,     32,    196,   -.35,     -1,  -1.21,  -1.49,  -1.76,    .33,   1.11,   44.6,   74.9,
       14,      06,   195005,   4.51,   65.2,   -.78,   -.78,   -.24,   -.78,    104,     98,    .04,   -.48,     -1,   -.98,  -1.03,   -.49,    .13,   53.6,   76.8,
       14,      01,   195006,   1.17,   71.9,    .58,    .58,  -2.71,  -1.49,    232,     25,  -1.37,  -1.22,  -1.53,  -1.47,  -1.47,  -1.22,      0,   55.8,     88,
       14,      06,   195006,   4.73,   73.8,   -.79,   -.79,   -.29,   -.79,    274,     10,   -.11,   -.09,   -.43,   -.98,   -.65,   -.54,   -.02,   62.8,   84.7,
