StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
       14,      01,   197409,    .11,   60.6,  -1.11,    .78,  -2.13,   -.88,     41,    173,  -2.18,  -1.38,  -1.75,     -1,  -1.15,   -.85,    .37,   44.1,     77,
       14,      05,   197409,      1,   61.9,   2.04,   2.04,  -1.55,    .63,     59,    152,  -1.33,   -.52,  -1.43,   -.86,  -1.05,   -.23,   1.46,   48.5,   75.4,
       14,      02,   197409,    .65,   61.8,  -2.11,    .77,  -2.24,  -1.92,     58,    154,  -1.82,  -1.08,  -1.98,  -1.79,  -2.14,   -.89,   1.02,     47,   76.6,
       14,      04,   197409,    .28,   61.4,  -2.55,  -2.55,  -1.96,  -2.55,     47,    155,  -1.58,  -1.28,  -2.01,   -1.7,  -1.81,  -1.53,      0,   46.1,   76.7,
       14,      08,   197409,   1.59,   62.6,   2.08,   2.08,   -.42,   1.43,     66,    138,   -.62,    .82,   -.11,   -.39,   -.41,    .04,   1.43,   50.3,     75,
       14,      09,   197409,   4.82,     62,   2.87,   2.87,    1.2,   2.87,     61,    151,    .45,   1.31,    .29,   -.06,     .4,    .83,   1.56,   50.7,   73.4,
       14,      06,   197409,   3.48,   61.4,   1.55,   1.55,     .1,    .38,     53,    161,   -.05,    .62,   -.29,   -.55,   -.54,     .1,   1.47,   49.4,   73.4,
       14,      03,   197409,   1.64,   61.5,  -1.79,    .83,  -1.71,  -1.52,     52,    157,  -1.14,  -1.09,  -1.61,  -1.33,  -1.46,   -.44,   1.46,   48.3,   74.6,
       14,      07,   197409,    .63,   61.9,   -.41,  -1.56,  -1.23,     -1,     47,    140,  -1.07,     .2,   -.56,  -1.22,  -1.19,  -1.05,    .27,     48,   75.7,
       14,      02,   197410,   2.16,   57.4,  -1.87,    .72,    .09,  -1.73,     20,    255,    .44,   -.83,   -.72,  -1.72,  -1.77,  -1.28,   1.04,   44.5,   70.3,
       14,      03,   197410,   4.11,   56.8,  -1.21,   1.13,   1.17,   -.72,     19,    273,   1.01,   -.14,   -.34,  -1.07,  -1.09,   -.67,   1.65,   45.3,   68.3,
       14,      04,   197410,   2.29,   57.2,     .6,  -1.68,   1.81,   -.84,     13,    255,   1.01,   -.05,   -.28,  -1.23,  -1.32,  -1.13,    .31,   43.2,   71.1,
       14,      06,   197410,   4.83,   57.9,   1.99,   1.99,   1.82,   1.35,     23,    243,   1.08,    .57,   1.01,   -.25,   -.25,    .04,   1.69,   47.2,   68.7,
       14,      07,   197410,   1.84,   58.7,   -.08,  -1.11,    .85,   -.17,     19,    214,    .63,   -.24,    .44,    -.7,   -.95,   -.77,    .46,     45,   72.2,
       14,      05,   197410,   3.56,   58.8,   2.35,   2.35,   1.54,   1.48,     27,    219,   1.12,    .04,    .27,   -.69,   -.62,   -.31,   1.69,   47.5,   70.2,
       14,      08,   197410,   2.94,   59.4,    2.1,    2.1,    .68,   1.62,     28,    202,    .65,   -.02,    .94,   -.45,   -.26,   -.12,   1.63,   48.4,   70.5,
       14,      09,   197410,   4.75,   59.4,   3.14,   3.14,    1.7,   3.14,     33,    206,    .87,    .76,   1.41,    .25,    .58,    .86,   1.67,   48.7,     70,
       14,      01,   197410,    1.4,   55.8,   -.89,     .8,    .29,   -.67,      9,    294,     .4,   -.93,   -.91,   -.98,   -.98,   -.72,    .49,   41.2,   70.3,
       14,      03,   197411,   1.57,   41.7,  -1.23,    .88,   -.42,   -.97,      0,    699,     .2,    .79,   -.11,  -1.08,  -1.03,   -.75,   1.45,   32.3,   51.2,
       14,      04,   197411,    .68,   40.4,    .54,  -1.51,    .01,   -.64,      0,    738,    .32,    .87,   -.06,   -.72,  -1.16,  -1.16,   -.01,   27.6,   53.2,
       14,      09,   197411,   4.77,   44.7,   3.91,   3.91,   3.29,   3.91,      0,    609,   1.34,   1.44,   1.27,    .73,    .87,   1.07,   1.75,   34.9,   54.6,
       14,      08,   197411,   1.87,   43.3,   2.16,   2.16,    .85,   1.91,      0,    651,     .7,    .74,    .17,   -.06,   -.05,    .02,   1.54,   32.6,   54.1,
       14,      05,   197411,   1.03,   42.3,   2.03,   2.03,   -.23,   1.06,      0,    681,    .13,    .85,   -.07,   -.85,   -.52,   -.37,   1.51,   31.9,   52.7,
       14,      01,   197411,    .79,   39.2,   -.77,    .75,    .09,   -.61,      0,    774,    .42,    .35,   -.81,   -.49,   -.83,   -.81,    .23,   26.2,   52.1,
       14,      06,   197411,   2.56,   42.6,   2.14,   2.14,   1.06,   1.72,      0,    672,     .6,   1.07,    .69,   -.01,   -.16,    .08,   1.63,   33.1,     52,
       14,      07,   197411,    .57,   42.6,   -.23,  -1.15,   -.45,   -.38,      0,    672,    .12,    .42,   -.29,   -.33,   -.82,   -.82,    .09,   29.2,     56,
       14,      02,   197411,   1.11,   41.1,  -1.79,  -1.79,   -.35,  -1.79,      0,    717,    .29,    .36,   -.72,  -1.55,  -1.53,  -1.38,    .81,   29.7,   52.6,
       14,      04,   197412,    .26,     30,   -.15,   -1.5,   -.46,   -.79,      0,   1085,   -.27,   -.12,    .66,  -1.11,  -1.26,  -1.34,   -.01,   16.7,   43.3,
       14,      06,   197412,   1.73,     33,   2.31,   2.31,   1.17,   2.25,      0,    992,    .59,    .67,   1.09,    .38,   -.09,    -.1,   1.84,   24.1,     42,
       14,      08,   197412,   1.33,   34.1,   2.18,   2.18,    .73,   2.15,      0,    958,    .75,     .8,    .82,    .34,   -.07,   -.13,   1.71,   23.4,   44.8,
       14,      09,   197412,    2.4,   35.3,   4.15,   4.15,   1.93,   4.15,      0,    921,    .93,   1.48,   1.59,   1.17,    .63,    .99,   1.89,   25.9,   44.7,
       14,      05,   197412,    .69,   32.5,   1.72,   1.72,    -.3,    .65,      0,   1008,    .11,   -.07,     .7,   -.72,   -.55,   -.73,   1.69,   21.7,   43.3,
       14,      01,   197412,    .41,   28.9,   -.73,    .63,   -.12,   -.67,      0,   1119,    .15,    .19,    .24,  -1.24,   -.84,   -.98,    .28,   15.6,   42.3,
       14,      02,   197412,    .54,   30.5,  -1.84,  -1.84,   -.71,  -1.84,      0,   1070,   -.01,    .05,    .24,  -1.51,  -1.51,  -1.73,    .87,   19.3,   41.8,
       14,      03,   197412,    .86,   31.6,  -1.34,  -1.34,   -.72,  -1.34,      0,   1035,    -.1,   -.02,    .61,   -.98,   -.97,  -1.08,   1.65,   22.5,   40.7,
       14,      07,   197412,    .22,   32.2,   -.39,  -1.22,   -.57,   -.64,      0,   1017,   -.41,   -.38,    .16,   -.41,  -1.08,  -1.07,    .11,     18,   46.3,
       14,      03,   197501,   1.49,   27.7,    .22,   -.98,    .66,   -.52,      0,   1156,   1.08,    .49,    .35,   -.21,   -.95,   -.98,   1.57,   18.1,   37.3,
       14,      04,   197501,    .08,     32,   -.45,  -1.66,   -.94,  -1.27,      0,   1023,   -.95,   -.94,   -.48,   -.56,   -1.3,  -1.37,   -.11,   18.1,   45.9,
       14,      08,   197501,      1,   33.5,   2.17,   2.17,    .65,   2.17,      0,    977,    .73,    .84,    .89,   1.21,    -.2,   -.03,   1.53,   22.7,   44.3,
       14,      07,   197501,    .18,   33.4,    -.6,  -1.35,   -.75,   -.95,      0,    980,    -.5,   -.82,   -.64,    .07,   -.86,  -1.09,    .04,   19.2,   47.6,
       14,      02,   197501,    .62,   29.3,  -1.78,  -1.78,   -.37,  -1.78,      0,   1107,    .35,    .03,     .1,   -.68,  -1.64,  -1.66,    .84,   18.7,     40,
       14,      06,   197501,   1.89,   31.2,    2.6,    2.6,   1.59,    2.6,      0,   1048,   1.13,   1.09,    .95,   1.32,    .04,    .01,   1.79,   21.4,   40.8,
       14,      05,   197501,    .76,   31.7,   1.56,   1.56,    .07,    .53,      0,   1032,     .5,    .16,    .07,    .16,   -.71,   -.64,   1.63,   21.5,   41.9,
       14,      09,   197501,   2.79,   34.3,   4.56,   4.56,   2.52,   4.56,      0,    952,   1.45,   1.63,   1.77,   2.11,    .96,   1.16,   1.83,   24.1,   44.6,
       14,      01,   197501,    .09,   30.7,   -.97,   -.97,   -.93,   -.97,      0,   1063,   -.98,   -.56,    -.2,  -1.04,  -1.02,  -1.01,    .17,   17.7,   43.7,
       14,      02,   197502,   1.28,   25.7,    .16,  -1.43,    .49,  -1.12,      0,   1100,    .85,    .77,    .43,   -.46,  -1.38,  -1.44,    .95,   16.2,   35.3,
       14,      01,   197502,    .35,   27.6,   -.99,   -.99,   -.35,   -.99,      0,   1047,   -.25,   -.91,    -.7,   -1.1,   -.66,   -.96,    .22,   14.7,   40.5,
       14,      05,   197502,   1.36,   27.8,    1.7,    1.7,    .89,    .93,      0,   1042,    .75,    .73,    .47,    .09,   -.72,   -.42,   1.73,   18.6,     37,
       14,      09,   197502,   2.15,   31.6,   4.66,   4.66,    1.7,   4.66,      0,    935,    .84,   1.47,   1.69,    1.8,   1.19,   1.23,   1.92,   23.1,     40,
       14,      06,   197502,   1.61,   28.4,   2.76,   2.76,   1.28,   2.76,      0,   1025,    .61,    1.1,   1.11,   1.01,    .25,    .07,   1.85,   20.9,     36,
       14,      03,   197502,   1.43,   26.3,    .48,    -.6,    .86,    .41,      0,   1084,    .63,   1.06,    .64,    .11,   -.86,   -.89,    1.5,   18.6,     34,
       14,      08,   197502,   1.73,   29.3,   2.46,   2.46,   1.54,   2.46,      0,   1000,    .97,   1.02,   1.05,    .61,    .27,    .24,   1.59,   19.5,   39.1,
       14,      04,   197502,    .38,   29.4,   -.49,  -1.57,   -.26,  -1.21,      0,    997,   -.14,   -.76,   -.86,   -.48,   -.92,   -1.3,   -.07,   16.2,   42.7,
       14,      07,   197502,    .49,     31,   -.59,  -1.26,   -.15,   -.86,      0,    952,    .09,   -.33,   -.61,   -.68,   -.53,   -.97,    .07,   18.5,   43.4,
       14,      05,   197503,   1.37,     37,   1.49,   1.49,   -.09,    .69,      0,    868,    .06,    .34,     .4,    .67,   -.52,   -.45,    .64,   26.3,   47.6,
       14,      01,   197503,    .75,   35.2,  -1.12,  -1.12,   -.71,  -1.12,      0,    924,   -.22,   -.42,   -.68,   -.28,  -1.46,  -1.02,   -.39,   22.7,   47.7,
       14,      06,   197503,   2.02,   37.7,   2.54,   2.54,    .18,   2.54,      0,    846,   -.05,    .17,    .61,   1.17,    .53,    .04,   1.17,   27.1,   48.3,
       14,      03,   197503,   1.52,   35.6,     .4,   -.56,   -.09,    .38,      0,    911,   -.27,   -.01,     .4,    .64,   -.75,   -.86,     .7,   25.1,   46.1,
       14,      04,   197503,    .77,   37.2,   -.65,  -1.62,   -.62,  -1.42,      0,    862,   -.05,   -.24,   -.51,    .19,  -1.28,  -1.38,   -.83,   24.2,   50.1,
       14,      08,   197503,   1.47,   40.1,   2.28,   2.28,    .22,   2.28,      0,    772,     .1,    .49,     .6,    .88,     .5,    .11,    .56,   29.5,   50.7,
       14,      02,   197503,   1.43,   34.4,    .08,  -1.35,   -.21,  -1.07,      0,    949,     .2,    .47,    .48,     .4,  -1.18,  -1.33,    .14,   23.8,     45,
       14,      09,   197503,   3.14,   40.6,   4.57,   4.57,   1.18,   4.57,      0,    756,    .57,    .77,   1.29,   1.84,    1.5,   1.02,   1.45,   30.4,   50.8,
       14,      07,   197503,    .78,   40.7,   -.69,  -1.29,   -.49,     -1,      0,    753,      0,   -.16,   -.35,   -.15,   -.56,  -1.13,   -.77,     27,   54.3,
       14,      08,   197504,   1.47,   54.3,   1.82,   1.82,   -.69,   1.45,      9,    330,   -.63,   -.44,   -.08,    .38,    .82,   -.24,    .36,   41.8,   66.8,
       14,      03,   197504,   3.29,   51.4,    .68,    .68,    .94,    .68,      0,    412,     .3,   -.04,    .08,    .21,   -.13,   -.87,    .73,   39.7,   63.1,
       14,      04,   197504,   1.59,     51,    -.6,  -1.47,   -.05,  -1.23,      0,    420,      0,    -.2,    -.3,   -.54,   -.69,  -1.32,   -.91,   36.2,   65.7,
       14,      07,   197504,   1.59,   53.2,    .02,  -1.14,    .06,   -.76,      7,    361,    .14,   -.04,   -.13,   -.46,    -.1,   -.84,   -.87,     38,   68.3,
       14,      02,   197504,   2.57,     51,    .25,  -1.04,    .52,   -.44,      0,    420,    .22,    .15,    .38,    .27,    -.3,  -1.31,    .18,   38.7,   63.2,
       14,      09,   197504,   2.26,   55.9,    3.8,    3.8,    -.9,   3.41,     11,    284,   -.69,   -.13,    .12,   1.23,   1.72,    .88,   1.28,   44.1,   67.7,
       14,      01,   197504,   1.59,   49.7,  -1.12,  -1.12,   -.34,  -1.12,      0,    459,    -.2,   -.41,   -.52,    -.6,  -1.16,  -1.17,   -.56,   35.9,   63.6,
       14,      06,   197504,   2.78,   53.3,   2.22,   2.22,   -.18,   2.07,      6,    357,   -.18,   -.25,   -.08,    .55,   1.04,   -.02,   1.09,   41.7,   64.9,
       14,      05,   197504,   2.25,   52.5,   1.39,   1.39,    .14,    .63,      6,    381,   -.03,   -.09,    .12,    .05,    .17,   -.65,    .63,   40.4,   64.6,
       14,      01,   197505,    4.7,   60.3,    .65,    .65,   1.94,    .65,     41,    187,   1.01,    .65,    .46,     .2,   -.37,   -.43,   -.21,   45.9,   74.6,
       14,      04,   197505,   4.79,   61.1,    .81,    .81,   2.43,    .81,     45,    166,   1.23,    .94,    .71,    .38,    .19,   -.45,   -.49,   46.4,   75.8,
       14,      03,   197505,   5.22,   65.4,    .86,    .86,    .77,    .86,    112,     99,    .43,    .37,    .19,     .4,    .17,   -.64,    .77,   53.1,   77.6,
       14,      08,   197505,   5.46,   64.8,   2.31,   2.31,   2.05,   2.31,     93,     99,    .82,    .35,     .2,    .57,    .48,    .31,    .95,   52.3,   77.2,
       14,      06,   197505,   4.55,     66,   1.88,   1.88,   -.32,   1.54,    118,     87,    .06,   -.23,   -.26,    .26,    .59,    .08,   1.01,   54.4,   77.6,
       14,      07,   197505,    4.3,   63.4,    .49,    .49,   1.43,    .49,     71,    121,    .96,    .77,    .55,    .26,   -.06,   -.15,    -.4,   49.1,   77.6,
       14,      09,   197505,   5.88,   66.3,   3.69,   3.69,    .82,   3.55,    113,     73,    .52,    -.1,    .08,    .78,   1.31,    .99,   1.41,   55.2,   77.4,
       14,      02,   197505,   4.16,   63.6,    .27,   -.88,    .15,   -.18,     87,    130,    .31,    .26,    .22,    .33,   -.19,     -1,    .26,   50.1,     77,
       14,      05,   197505,    4.3,   64.2,    1.5,    1.5,    .78,    .83,     90,    115,    .39,    .17,    .08,    .24,    .05,   -.61,    .79,   51.4,     77,
       14,      08,   197506,   6.27,   73.4,   3.07,   3.07,   2.97,   3.07,    266,     14,   1.12,   1.18,    .89,    .92,   1.08,    .86,   1.59,   61.1,   85.7,
       14,      01,   197506,    6.6,   68.3,   2.11,   2.11,    4.6,   2.11,    155,     56,   1.89,    1.8,   1.69,    1.3,   1.18,    .09,    .71,   54.9,   81.8,
       14,      03,   197506,   6.29,   72.1,   1.19,   1.19,   1.26,   1.19,    231,     18,    .68,    .66,    .62,    .67,    .76,   -.22,   1.25,   61.5,   82.8,
       14,      05,   197506,   6.57,   72.2,   2.36,   2.36,   3.05,   2.36,    239,     23,    1.2,    .98,    .85,    .83,    .93,    .08,   1.53,   60.5,   83.9,
       14,      07,   197506,   3.45,   72.1,    .73,    .73,    .87,    .73,    235,     22,    .42,    .91,     .8,    .49,    .39,    .01,      0,   58.7,   85.5,
       14,      09,   197506,   6.42,   73.7,   3.79,   3.79,   1.44,   3.79,    270,      9,     .6,    .61,    .24,     .7,   1.28,   1.22,    1.7,     63,   84.4,
       14,      06,   197506,   6.97,   72.9,    2.2,    2.2,   1.53,    2.2,    250,     13,    .81,    .54,    .31,    .48,    .87,    .53,   1.47,   62.6,   83.3,
       14,      04,   197506,   4.79,     70,   1.59,   1.59,    2.6,   1.59,    188,     38,   1.06,   1.44,   1.34,    .96,   1.07,   -.08,     .1,   56.5,   83.6,
       14,      02,   197506,    6.7,   71.1,   1.24,   1.24,   2.98,   1.24,    214,     31,   1.33,   1.05,   1.03,   1.03,     .9,   -.18,    .95,   59.4,   82.8,
       14,      03,   197507,   1.14,     78,   -.55,   -.55,  -1.65,   -.55,    407,      0,  -1.52,    -.3,   -.09,    -.1,   -.04,   -.23,    .44,   65.5,   90.5,
       14,      02,   197507,     .9,   78.4,   -.47,    .64,  -1.41,    -.3,    420,      0,  -1.55,     .2,    .21,    .28,    .24,   -.09,    .27,   65.3,   91.6,
       14,      04,   197507,   1.63,   76.6,   -.25,   1.18,   -.75,    .72,    360,      0,   -.99,    .32,    .85,    .55,    .39,    .14,   -.35,   62.5,   90.8,
       14,      07,   197507,   1.09,   77.3,   -.78,   -.78,  -2.35,   -.78,    381,      0,  -1.48,   -.49,    .17,   -.07,   -.25,   -.06,   -.43,   63.6,     91,
       14,      06,   197507,    .54,     79,   -.72,   1.25,  -2.16,    .22,    434,      0,  -2.21,   -.32,   -.32,    -.4,   -.05,    .49,    .87,   66.6,   91.4,
       14,      01,   197507,   2.46,   76.6,   2.14,   2.14,    .73,   2.14,    363,      0,    -.3,   1.25,    1.4,   1.03,    .91,    .35,    .29,   62.1,     91,
       14,      05,   197507,     .4,   78.9,   -.46,   1.66,  -1.38,      1,    431,      0,   -2.2,   -.05,    .04,    .01,   -.02,    .07,     .7,   65.7,   92.1,
       14,      09,   197507,    .93,   78.9,   -.51,   2.89,  -1.52,   2.24,    431,      0,  -1.61,   -.41,   -.12,   -.15,    .64,   1.33,   1.41,   66.5,   91.3,
       14,      08,   197507,    .54,   78.8,   -.23,   2.52,   -.68,   2.19,    428,      0,  -1.77,   -.09,    .36,     .2,    .46,    .83,   1.07,   65.7,     92,
       14,      07,   197508,   1.82,   78.9,  -1.21,  -1.21,  -1.52,  -1.21,    431,      0,   -.52,  -1.35,   -.67,   -.22,   -.39,   -.58,   -.43,   64.1,   93.6,
       14,      06,   197508,   4.83,   79.1,   -.55,   1.21,    .28,    .29,    437,      0,    .52,   -.76,    -.1,    -.3,    .01,    .28,   1.01,     67,   91.2,
       14,      09,   197508,   5.26,   79.3,      0,   3.05,   1.36,   2.87,    443,      0,    .89,   -.34,    .07,    .02,    .48,   1.04,   1.63,   67.5,   91.1,
       14,      01,   197508,   2.48,   75.9,   2.23,   2.23,    .92,   2.23,    343,      0,    .05,    -.3,   1.02,    .96,     .8,    .37,    .48,     61,   90.8,
       14,      05,   197508,   3.61,     80,   -.32,   1.59,    .28,      1,    465,      0,    .32,  -1.07,    .04,      0,    .13,      0,    .74,   66.7,   93.3,
       14,      03,   197508,   3.26,   78.5,   -.86,   -.86,   -1.1,   -.86,    423,      0,   -.29,  -1.14,   -.53,   -.34,   -.16,   -.24,    .34,   66.1,   90.9,
       14,      08,   197508,   2.69,   80.6,   -.34,   2.13,    -.4,   1.58,    484,      0,   -.11,  -1.29,    -.2,    -.1,    .22,    .21,   1.22,   66.5,   94.6,
       14,      02,   197508,   3.09,   79.1,   -.51,   -.51,   -.28,   -.51,    437,      0,   -.04,  -1.05,     .1,    .14,    .22,   -.14,    .37,   65.9,   92.2,
       14,      04,   197508,   1.81,   77.8,   -.63,    .65,  -1.23,   -.49,    397,      0,   -.54,  -1.12,    .02,    .35,    .18,    .02,   -.36,   62.8,   92.8,
       14,      01,   197509,     .9,   63.2,   1.76,   1.76,    -.7,   1.38,     71,    125,   -.69,   -.54,   -.67,    .86,    .61,    .57,    -.3,   48.8,   77.5,
       14,      09,   197509,   2.08,   65.4,   -.37,   2.36,  -1.12,    1.7,    109,     97,   -.79,   -.01,   -.79,    -.4,    .07,    .67,    .98,   53.6,   77.2,
       14,      03,   197509,   4.12,   63.5,   -.67,   -.67,     .3,   -.67,     77,    122,    .26,   -.11,   -.76,   -.14,   -.03,    .12,   -.23,   51.6,   75.4,
       14,      07,   197509,    .25,   66.4,   -1.9,   -1.9,  -2.46,   -1.9,    111,     69,  -1.59,  -1.53,  -2.02,   -.55,   -.68,   -.65,  -1.11,   51.8,   81.1,
       14,      08,   197509,    .76,   66.2,   -.92,   1.29,  -1.87,   -.05,    118,     82,  -1.42,  -1.08,  -1.88,   -.47,   -.24,    .08,    .03,   52.8,   79.7,
       14,      05,   197509,   2.06,   64.6,   -.43,   1.28,   -.44,    .46,     96,    108,   -.35,   -.14,  -1.16,   -.08,    .02,     .2,   -.05,   52.2,   77.1,
       14,      04,   197509,    .83,   64.5,   -.96,   -.96,  -1.18,   -.96,     87,    102,   -.76,  -1.09,  -1.44,     .2,    .01,    .17,   -.94,   50.2,   78.9,
       14,      02,   197509,   1.92,   63.7,   -.69,   -.69,   -.69,   -.69,     83,    122,    -.4,   -.44,  -1.21,   -.02,    .09,    .09,    -.5,   50.6,   76.7,
       14,      06,   197509,   2.84,   64.4,   -.75,    .83,   -.76,   -.41,     92,    110,   -.38,   -.02,   -.89,   -.41,   -.21,     .2,    .23,   52.8,   76.1,
       14,      02,   197510,    .08,   57.9,   -1.5,   -1.5,  -2.65,   -1.5,     22,    243,   -2.2,  -1.44,  -1.11,    -.4,   -.28,   -.29,  -1.04,   41.1,   74.7,
       14,      09,   197510,   1.46,   60.1,   -.88,   1.57,  -1.64,    .26,     39,    190,   -.84,  -1.19,   -.42,   -.45,    -.4,    .26,    .74,   46.2,   73.9,
       14,      06,   197510,      1,   58.8,  -1.38,  -1.38,  -2.11,  -1.38,     28,    220,  -1.12,  -1.08,   -.53,   -.62,   -.63,   -.31,   -.19,   44.8,   72.7,
       14,      08,   197510,    .14,   60.2,  -1.69,  -1.69,  -2.58,  -1.69,     35,    184,  -2.09,  -2.22,  -2.02,    -.7,   -.71,   -.42,   -.41,   43.7,   76.7,
       14,      03,   197510,    .47,     58,  -1.39,  -1.39,  -2.36,  -1.39,     26,    243,  -1.64,   -.61,   -.72,   -.53,   -.49,   -.42,   -.78,   43.6,   72.5,
       14,      04,   197510,      0,   56.3,   -1.6,   -1.6,  -2.21,   -1.6,     10,    280,  -2.41,   -1.6,  -1.65,   -.06,   -.25,   -.38,  -1.01,   37.5,   75.1,
       14,      01,   197510,    .04,   55.1,    .93,    .93,  -1.94,   -.36,      7,    314,  -2.12,  -1.51,  -1.12,    .65,    .35,    .27,   -.42,   36.4,   73.8,
       14,      07,   197510,    .01,   58.1,  -2.47,  -2.47,  -2.28,  -2.47,     16,    230,  -2.11,  -2.47,   -2.3,   -.86,   -.95,  -1.07,  -1.17,     39,   77.2,
       14,      05,   197510,    .21,   59.2,  -1.22,  -1.22,  -2.51,  -1.22,     30,    209,  -1.92,   -1.3,   -.84,   -.41,   -.38,   -.38,   -.51,     43,   75.4,
       14,      07,   197511,   2.24,   40.7,  -1.25,  -1.25,   2.89,    .06,      0,    729,   1.62,    .32,   -.65,   -.91,    -.5,   -.66,   -.96,   27.4,   53.9,
       14,      08,   197511,   3.22,   44.2,   -.75,   -.75,   2.29,    .47,      0,    624,   1.43,    .09,   -.76,   -.68,   -.53,   -.22,   -.16,     33,   55.4,
       14,      04,   197511,   2.54,   38.2,   1.28,   1.28,   3.84,   1.28,      0,    804,   1.91,    .62,    .02,   -.08,    .23,    .06,   -.76,   24.6,   51.8,
       14,      06,   197511,   2.88,   45.8,   -1.2,   -1.2,     .1,  -1.06,      0,    576,    .76,   -.31,   -.58,   -.45,   -.55,   -.28,   -.13,   35.1,   56.6,
       14,      09,   197511,   2.14,   47.2,  -1.05,   1.15,   -.77,   -.41,      0,    534,    .16,    -.6,  -1.06,   -.66,   -.53,   -.08,    .64,   36.1,   58.2,
       14,      03,   197511,   4.12,   44.2,    .74,    .74,   2.23,    .74,      0,    624,   1.52,     .3,    .34,   -.23,   -.17,   -.04,   -.56,   34.1,   54.3,
       14,      01,   197511,   2.65,   36.5,   2.24,   2.24,   4.23,   2.24,      0,    855,   2.01,    .66,    .07,    .79,     .8,    .66,   -.23,     23,     50,
       14,      02,   197511,   3.18,   40.1,   1.01,   1.01,   3.03,   1.01,      0,    747,   1.74,    .35,   -.05,   -.02,    .01,    .08,   -.82,     29,   51.3,
       14,      05,   197511,   3.26,   42.6,    .88,    .88,   2.63,    .88,      0,    672,   1.57,    .28,    -.1,   -.08,   -.11,      0,   -.31,   31.8,   53.5,
       14,      09,   197512,   1.28,   36.8,   -1.2,    .77,   -.78,   -.98,      0,    874,    .01,    .01,   -.63,  -1.07,   -.68,   -.22,    .58,   26.4,   47.2,
       14,      08,   197512,     .5,   36.5,   -.86,   -.86,   -.57,    .07,      0,    884,   -.27,   1.07,   -.13,  -1.54,   -.57,   -.37,   -.35,   25.2,   47.8,
       14,      07,   197512,    .15,     37,  -1.38,  -1.38,    -.8,   -.41,      0,    868,   -.68,   1.17,    .02,  -1.49,   -.55,   -.68,  -1.19,   23.6,   50.3,
       14,      03,   197512,    .94,   33.2,    -.1,    -.1,   -.29,    .57,      0,    986,    .01,   1.27,     .2,   -.57,   -.13,   -.03,   -.86,   23.6,   42.9,
       14,      05,   197512,    .47,   35.4,   -.18,   -.18,   -.53,    .61,      0,    918,   -.26,   1.24,    .05,   -.96,   -.13,   -.05,   -.61,   24.5,   46.2,
       14,      06,   197512,      1,   34.9,  -1.39,  -1.39,   -.93,  -1.39,      0,    933,   -.17,    .49,    -.4,  -1.04,   -.59,    -.4,   -.36,   25.1,   44.7,
       14,      04,   197512,    .06,   34.7,   -.28,    .87,   -.83,    .29,      0,    939,  -1.25,    1.5,    .28,   -.99,     .2,    .01,     -1,   22.6,   46.8,
       14,      02,   197512,    .32,   32.9,    -.2,    .71,   -.59,    .16,      0,    995,   -.45,   1.32,    .11,   -.97,   -.06,    .03,  -1.21,   21.8,     44,
       14,      01,   197512,    .06,   32.2,   -.23,   1.78,   -.69,   1.41,      0,   1017,  -1.61,   1.61,    .34,   -.43,    .81,    .58,   -.34,   21.5,     43,
       14,      02,   197601,    .13,   28.6,   -.44,   -.44,    -.8,   -.44,      0,   1128,  -1.08,  -1.16,      1,   -.47,   -.13,   -.06,  -1.24,   15.7,   41.6,
       14,      05,   197601,     .1,   30.8,   -.45,   -.45,   -.87,   -.45,      0,   1060,  -1.16,  -1.04,    .89,    -.3,   -.18,   -.17,   -.63,   17.8,   43.6,
       14,      03,   197601,    .34,   27.6,   -.34,   -.34,   -.76,   -.34,      0,   1159,   -.76,   -.59,   1.01,   -.11,   -.21,    -.2,   -.91,     16,   39.1,
       14,      09,   197601,    .12,   32.5,  -1.67,  -1.67,  -1.76,  -1.67,      0,   1008,  -2.41,  -1.04,   -.48,   -.73,   -.66,   -.57,    .47,   19.8,   45.2,
       14,      07,   197601,    .02,   32.7,  -1.55,  -1.55,   -.91,   -.92,      0,   1001,  -1.36,  -1.51,    .77,  -1.31,    -.6,   -.72,  -1.22,   16.6,   48.8,
       14,      04,   197601,    .06,   30.8,    -.5,    -.5,   -.75,    -.5,      0,   1060,  -1.11,  -1.76,   1.16,    -.8,     .2,   -.01,  -1.02,     16,   45.6,
       14,      06,   197601,    .37,   29.2,  -1.67,  -1.67,  -1.28,  -1.67,      0,   1110,   -.77,   -.79,    .22,   -.49,    -.6,   -.61,   -.43,   17.3,   41.1,
       14,      08,   197601,    .06,   32.9,  -1.11,  -1.11,     -1,   -.61,      0,    995,  -1.38,  -1.14,    .69,  -1.14,   -.51,   -.53,   -.39,   19.5,   46.2,
       14,      01,   197601,    .28,   29.2,   -.26,   1.55,   -.15,   1.05,      0,   1110,   -.04,  -1.03,   1.48,   -.31,    .91,    .62,   -.33,   15.8,   42.5,
       14,      08,   197602,    .33,   45.8,  -1.58,  -1.58,  -1.77,  -1.58,     10,    547,   -.77,  -1.39,  -1.31,   -1.3,  -1.01,   -.78,   -.35,   29.5,     62,
