 ******* Program HYDRUS
 ******* 
 Esperance                                                               
 Date:  27. 4.    Time:  11:56:12
 Units: L = cm   , T = sec  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

   23954.0000  0.00000E+00  0.94040E-37 -0.28137E-11  0.00000E+00 -0.10156E-04  0.00000E+00  0.73732E-33  0.90632E-07  0.00000E+00 -0.60447E+00 -0.78405E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78632E+00  0.00000E+00  0.24847E-05    260  0.00000E+00      0.000
   24134.0000  0.00000E+00  0.94040E-37  0.12463E-10  0.00000E+00 -0.98483E-05  0.00000E+00  0.75425E-33  0.92875E-07  0.00000E+00 -0.60624E+00 -0.79408E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78454E+00  0.00000E+00  0.24869E-05    261  0.00000E+00      0.000
   24314.0000  0.00000E+00  0.94040E-37 -0.10232E-10  0.00000E+00 -0.95483E-05  0.00000E+00  0.77118E-33  0.91033E-07  0.00000E+00 -0.60796E+00 -0.80366E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78282E+00  0.00000E+00  0.24869E-05    262  0.00000E+00      0.000
   24495.0000  0.00000E+00  0.94040E-37 -0.17479E-11  0.00000E+00 -0.92660E-05  0.00000E+00  0.78820E-33  0.90717E-07  0.00000E+00 -0.60964E+00 -0.81278E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.78115E+00  0.00000E+00  0.24869E-05    263  0.00000E+00      0.000
   24705.0000  0.00000E+00  0.94040E-37 -0.78444E-11  0.00000E+00 -0.89567E-05  0.00000E+00  0.80795E-33  0.89070E-07  0.00000E+00 -0.61152E+00 -0.82286E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77927E+00  0.00000E+00  0.24869E-05    264  0.00000E+00      0.000
   24915.0000  0.00000E+00  0.94040E-37  0.14481E-10  0.00000E+00 -0.86606E-05  0.00000E+00  0.82770E-33  0.92111E-07  0.00000E+00 -0.61334E+00 -0.83252E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77745E+00  0.00000E+00  0.24900E-05    265  0.00000E+00      0.000
   25126.0000  0.00000E+00  0.94040E-37  0.74039E-11  0.00000E+00 -0.83912E-05  0.00000E+00  0.84754E-33  0.93673E-07  0.00000E+00 -0.61511E+00 -0.84183E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77568E+00  0.00000E+00  0.24915E-05    266  0.00000E+00      0.000
   25366.0000  0.00000E+00  0.94040E-37 -0.55422E-11  0.00000E+00 -0.80932E-05  0.00000E+00  0.87011E-33  0.92343E-07  0.00000E+00 -0.61705E+00 -0.85197E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77373E+00  0.00000E+00  0.24915E-05    267  0.00000E+00      0.000
   25606.0000  0.00000E+00  0.94040E-37 -0.86402E-11  0.00000E+00 -0.78182E-05  0.00000E+00  0.89268E-33  0.90269E-07  0.00000E+00 -0.61893E+00 -0.86173E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77186E+00  0.00000E+00  0.24915E-05    268  0.00000E+00      0.000
   25847.0000  0.00000E+00  0.94040E-37 -0.78870E-11  0.00000E+00 -0.75534E-05  0.00000E+00  0.91534E-33  0.88368E-07  0.00000E+00 -0.62075E+00 -0.87117E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.77004E+00  0.00000E+00  0.24915E-05    269  0.00000E+00      0.000
   26117.0000  0.00000E+00  0.94040E-37  0.34390E-11  0.00000E+00 -0.72694E-05  0.00000E+00  0.94073E-33  0.89297E-07  0.00000E+00 -0.62271E+00 -0.88134E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76808E+00  0.00000E+00  0.24925E-05    270  0.00000E+00      0.000
   26387.0000  0.00000E+00  0.94040E-37 -0.98055E-12  0.00000E+00 -0.70112E-05  0.00000E+00  0.96612E-33  0.89032E-07  0.00000E+00 -0.62460E+00 -0.89117E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76618E+00  0.00000E+00  0.24925E-05    271  0.00000E+00      0.000
   26688.0000  0.00000E+00  0.94040E-37  0.86686E-11  0.00000E+00 -0.67389E-05  0.00000E+00  0.99443E-33  0.91641E-07  0.00000E+00 -0.62663E+00 -0.90173E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76415E+00  0.00000E+00  0.24951E-05    272  0.00000E+00      0.000
   26958.0000  0.00000E+00  0.94040E-37  0.10246E-10  0.00000E+00 -0.65210E-05  0.00000E+00  0.10198E-32  0.94408E-07  0.00000E+00 -0.62839E+00 -0.91094E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76239E+00  0.00000E+00  0.24978E-05    273  0.00000E+00      0.000
   27289.0000  0.00000E+00  0.94040E-37  0.59828E-11  0.00000E+00 -0.62586E-05  0.00000E+00  0.10509E-32  0.96388E-07  0.00000E+00 -0.63046E+00 -0.92188E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.76032E+00  0.00000E+00  0.24998E-05    274  0.00000E+00      0.000
   27619.0000  0.00000E+00  0.94040E-37  0.54712E-11  0.00000E+00 -0.60176E-05  0.00000E+00  0.10820E-32  0.98193E-07  0.00000E+00 -0.63245E+00 -0.93253E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75834E+00  0.00000E+00  0.25016E-05    275  0.00000E+00      0.000
   27950.0000  0.00000E+00  0.94040E-37 -0.10516E-11  0.00000E+00 -0.57866E-05  0.00000E+00  0.11131E-32  0.97845E-07  0.00000E+00 -0.63436E+00 -0.94304E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75642E+00  0.00000E+00  0.25016E-05    276  0.00000E+00      0.000
   28340.0000  0.00000E+00  0.94040E-37 -0.54428E-11  0.00000E+00 -0.55291E-05  0.00000E+00  0.11498E-32  0.95723E-07  0.00000E+00 -0.63652E+00 -0.95535E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75426E+00  0.00000E+00  0.25016E-05    277  0.00000E+00      0.000
   28701.0000  0.00000E+00  0.94040E-37  0.44906E-11  0.00000E+00 -0.53198E-05  0.00000E+00  0.11837E-32  0.97344E-07  0.00000E+00 -0.63844E+00 -0.96702E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.75234E+00  0.00000E+00  0.25032E-05    278  0.00000E+00      0.000
   29301.0000  0.00000E+00  0.94040E-37 -0.38938E-11  0.00000E+00 -0.49916E-05  0.00000E+00  0.12402E-32  0.95008E-07  0.00000E+00 -0.64144E+00 -0.99054E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74935E+00  0.00000E+00  0.25032E-05    279  0.00000E+00      0.000
   29901.0000  0.00000E+00  0.94040E-37 -0.41140E-11  0.00000E+00 -0.46990E-05  0.00000E+00  0.12966E-32  0.92539E-07  0.00000E+00 -0.64426E+00 -0.10142E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74653E+00  0.00000E+00  0.25032E-05    280  0.00000E+00      0.000
   30201.5000  0.00000E+00  0.94040E-37  0.24158E-11  0.00000E+00 -0.45619E-05  0.00000E+00  0.13248E-32  0.93265E-07  0.00000E+00 -0.64563E+00 -0.10255E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74516E+00  0.00000E+00  0.25040E-05    281  0.00000E+00      0.000
   30502.0000  0.00000E+00  0.94040E-37 -0.34319E-11  0.00000E+00 -0.44343E-05  0.00000E+00  0.13531E-32  0.92234E-07  0.00000E+00 -0.64696E+00 -0.10363E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74383E+00  0.00000E+00  0.25040E-05    282  0.00000E+00      0.000
   31102.0000  0.00000E+00  0.94040E-37 -0.71338E-11  0.00000E+00 -0.41960E-05  0.00000E+00  0.14095E-32  0.87954E-07  0.00000E+00 -0.64948E+00 -0.10561E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.74131E+00  0.00000E+00  0.25040E-05    283  0.00000E+00      0.000
   31702.0000  0.00000E+00  0.94040E-37  0.58620E-11  0.00000E+00 -0.39735E-05  0.00000E+00  0.14659E-32  0.91471E-07  0.00000E+00 -0.65186E+00 -0.10748E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73892E+00  0.00000E+00  0.25075E-05    284  0.00000E+00      0.000
   32302.0000  0.00000E+00  0.94040E-37 -0.38156E-11  0.00000E+00 -0.37704E-05  0.00000E+00  0.15224E-32  0.89181E-07  0.00000E+00 -0.65412E+00 -0.10925E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73666E+00  0.00000E+00  0.25075E-05    285  0.00000E+00      0.000
   32752.0000  0.00000E+00  0.94040E-37  0.26006E-11  0.00000E+00 -0.36275E-05  0.00000E+00  0.15647E-32  0.90352E-07  0.00000E+00 -0.65575E+00 -0.11052E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73503E+00  0.00000E+00  0.25087E-05    286  0.00000E+00      0.000
   33202.0000  0.00000E+00  0.94040E-37 -0.88676E-11  0.00000E+00 -0.34919E-05  0.00000E+00  0.16070E-32  0.86361E-07  0.00000E+00 -0.65733E+00 -0.11174E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73346E+00  0.00000E+00  0.25087E-05    287  0.00000E+00      0.000
   33652.0000  0.00000E+00  0.94040E-37 -0.60894E-11  0.00000E+00 -0.33632E-05  0.00000E+00  0.16493E-32  0.83621E-07  0.00000E+00 -0.65884E+00 -0.11292E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73194E+00  0.00000E+00  0.25087E-05    288  0.00000E+00      0.000
   34102.0000  0.00000E+00  0.94040E-37  0.67644E-11  0.00000E+00 -0.32460E-05  0.00000E+00  0.16916E-32  0.86665E-07  0.00000E+00 -0.66030E+00 -0.11406E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73048E+00  0.00000E+00  0.25117E-05    289  0.00000E+00      0.000
   34552.5000  0.00000E+00  0.94040E-37 -0.21245E-11  0.00000E+00 -0.31374E-05  0.00000E+00  0.17340E-32  0.85708E-07  0.00000E+00 -0.66171E+00 -0.11517E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72907E+00  0.00000E+00  0.25117E-05    290  0.00000E+00      0.000
   35003.0000  0.00000E+00  0.94040E-37 -0.54001E-11  0.00000E+00 -0.30336E-05  0.00000E+00  0.17764E-32  0.83275E-07  0.00000E+00 -0.66308E+00 -0.11626E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72770E+00  0.00000E+00  0.25117E-05    291  0.00000E+00      0.000
   35453.0000  0.00000E+00  0.94040E-37  0.60041E-11  0.00000E+00 -0.29341E-05  0.00000E+00  0.18187E-32  0.85977E-07  0.00000E+00 -0.66440E+00 -0.11732E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72638E+00  0.00000E+00  0.25144E-05    292  0.00000E+00      0.000
   35903.0000  0.00000E+00  0.94040E-37  0.63949E-13  0.00000E+00 -0.28407E-05  0.00000E+00  0.18610E-32  0.86006E-07  0.00000E+00 -0.66568E+00 -0.11836E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72511E+00  0.00000E+00  0.25144E-05    293  0.00000E+00      0.000
   36353.0000  0.00000E+00  0.94040E-37 -0.39364E-11  0.00000E+00 -0.27520E-05  0.00000E+00  0.19033E-32  0.84234E-07  0.00000E+00 -0.66692E+00 -0.11939E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72387E+00  0.00000E+00  0.25144E-05    294  0.00000E+00      0.000
   36803.0000  0.00000E+00  0.94040E-37 -0.39790E-12  0.00000E+00 -0.26678E-05  0.00000E+00  0.19456E-32  0.84055E-07  0.00000E+00 -0.66812E+00 -0.12042E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72267E+00  0.00000E+00  0.25144E-05    295  0.00000E+00      0.000
   37253.0000  0.00000E+00  0.94040E-37  0.76810E-11  0.00000E+00 -0.25869E-05  0.00000E+00  0.19880E-32  0.87512E-07  0.00000E+00 -0.66928E+00 -0.12147E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72150E+00  0.00000E+00  0.25179E-05    296  0.00000E+00      0.000
   37703.0000  0.00000E+00  0.94040E-37 -0.66365E-11  0.00000E+00 -0.25103E-05  0.00000E+00  0.20303E-32  0.84525E-07  0.00000E+00 -0.67041E+00 -0.12256E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72037E+00  0.00000E+00  0.25179E-05    297  0.00000E+00      0.000
   38303.0000  0.00000E+00  0.94040E-37 -0.18119E-11  0.00000E+00 -0.24173E-05  0.00000E+00  0.20867E-32  0.83438E-07  0.00000E+00 -0.67186E+00 -0.12437E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71892E+00  0.00000E+00  0.25179E-05    298  0.00000E+00      0.000
   38903.0000  0.00000E+00  0.94040E-37  0.24514E-11  0.00000E+00 -0.23292E-05  0.00000E+00  0.21431E-32  0.84909E-07  0.00000E+00 -0.67326E+00 -0.12622E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71753E+00  0.00000E+00  0.25194E-05    299  0.00000E+00      0.000
   39503.0000  0.00000E+00  0.94040E-37 -0.15454E-11  0.00000E+00 -0.22459E-05  0.00000E+00  0.21995E-32  0.83982E-07  0.00000E+00 -0.67461E+00 -0.12793E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71618E+00  0.00000E+00  0.25194E-05    300  0.00000E+00      0.000
   39803.5000  0.00000E+00  0.94040E-37  0.37126E-11  0.00000E+00 -0.22053E-05  0.00000E+00  0.22278E-32  0.85097E-07  0.00000E+00 -0.67527E+00 -0.12877E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71551E+00  0.00000E+00  0.25205E-05    301  0.00000E+00      0.000
   40104.0000  0.00000E+00  0.94040E-37 -0.28173E-11  0.00000E+00 -0.21656E-05  0.00000E+00  0.22561E-32  0.84251E-07  0.00000E+00 -0.67592E+00 -0.12957E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71486E+00  0.00000E+00  0.25205E-05    302  0.00000E+00      0.000
   40704.0000  0.00000E+00  0.94040E-37 -0.29345E-11  0.00000E+00 -0.20901E-05  0.00000E+00  0.23125E-32  0.82490E-07  0.00000E+00 -0.67717E+00 -0.13110E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71361E+00  0.00000E+00  0.25205E-05    303  0.00000E+00      0.000
   41304.0000  0.00000E+00  0.94040E-37  0.69988E-12  0.00000E+00 -0.20180E-05  0.00000E+00  0.23689E-32  0.82910E-07  0.00000E+00 -0.67839E+00 -0.13257E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71240E+00  0.00000E+00  0.25209E-05    304  0.00000E+00      0.000
   41804.3333  0.00000E+00  0.94040E-37  0.98410E-12  0.00000E+00 -0.19609E-05  0.00000E+00  0.24160E-32  0.83402E-07  0.00000E+00 -0.67937E+00 -0.13375E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71142E+00  0.00000E+00  0.25214E-05    305  0.00000E+00      0.000
   42304.6667  0.00000E+00  0.94040E-37 -0.23128E-11  0.00000E+00 -0.19072E-05  0.00000E+00  0.24630E-32  0.82245E-07  0.00000E+00 -0.68032E+00 -0.13489E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71046E+00  0.00000E+00  0.25214E-05    306  0.00000E+00      0.000
   42805.0000  0.00000E+00  0.94040E-37  0.34994E-11  0.00000E+00 -0.18558E-05  0.00000E+00  0.25101E-32  0.83996E-07  0.00000E+00 -0.68125E+00 -0.13599E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70954E+00  0.00000E+00  0.25231E-05    307  0.00000E+00      0.000
   43305.0000  0.00000E+00  0.94040E-37  0.47358E-11  0.00000E+00 -0.18062E-05  0.00000E+00  0.25571E-32  0.86364E-07  0.00000E+00 -0.68215E+00 -0.13707E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70863E+00  0.00000E+00  0.25255E-05    308  0.00000E+00      0.000
   43805.0000  0.00000E+00  0.94040E-37 -0.42952E-11  0.00000E+00 -0.17585E-05  0.00000E+00  0.26041E-32  0.84216E-07  0.00000E+00 -0.68303E+00 -0.13811E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70775E+00  0.00000E+00  0.25255E-05    309  0.00000E+00      0.000
   44305.0000  0.00000E+00  0.94040E-37  0.63238E-12  0.00000E+00 -0.17126E-05  0.00000E+00  0.26511E-32  0.84532E-07  0.00000E+00 -0.68389E+00 -0.13912E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70690E+00  0.00000E+00  0.25258E-05    310  0.00000E+00      0.000
   44905.0000  0.00000E+00  0.94040E-37  0.28315E-11  0.00000E+00 -0.16599E-05  0.00000E+00  0.27075E-32  0.86231E-07  0.00000E+00 -0.68488E+00 -0.14030E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70590E+00  0.00000E+00  0.25275E-05    311  0.00000E+00      0.000
   45505.0000  0.00000E+00  0.94040E-37  0.39790E-11  0.00000E+00 -0.16095E-05  0.00000E+00  0.27640E-32  0.88619E-07  0.00000E+00 -0.68585E+00 -0.14145E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70494E+00  0.00000E+00  0.25299E-05    312  0.00000E+00      0.000
   46105.0000  0.00000E+00  0.94040E-37  0.28422E-13  0.00000E+00 -0.15625E-05  0.00000E+00  0.28204E-32  0.88636E-07  0.00000E+00 -0.68679E+00 -0.14256E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70400E+00  0.00000E+00  0.25299E-05    313  0.00000E+00      0.000
   46705.0000  0.00000E+00  0.94040E-37 -0.31264E-12  0.00000E+00 -0.15180E-05  0.00000E+00  0.28768E-32  0.88448E-07  0.00000E+00 -0.68770E+00 -0.14365E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70309E+00  0.00000E+00  0.25299E-05    314  0.00000E+00      0.000
   47305.0000  0.00000E+00  0.94040E-37  0.47251E-12  0.00000E+00 -0.14754E-05  0.00000E+00  0.29332E-32  0.88732E-07  0.00000E+00 -0.68858E+00 -0.14472E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70220E+00  0.00000E+00  0.25302E-05    315  0.00000E+00      0.000
   47605.5000  0.00000E+00  0.94040E-37  0.21032E-11  0.00000E+00 -0.14545E-05  0.00000E+00  0.29615E-32  0.89364E-07  0.00000E+00 -0.68902E+00 -0.14524E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70176E+00  0.00000E+00  0.25308E-05    316  0.00000E+00      0.000
   47906.0000  0.00000E+00  0.94040E-37  0.17799E-11  0.00000E+00 -0.14341E-05  0.00000E+00  0.29898E-32  0.89899E-07  0.00000E+00 -0.68945E+00 -0.14576E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70133E+00  0.00000E+00  0.25314E-05    317  0.00000E+00      0.000
   48431.0000  0.00000E+00  0.94040E-37  0.18581E-11  0.00000E+00 -0.13996E-05  0.00000E+00  0.30391E-32  0.90874E-07  0.00000E+00 -0.69019E+00 -0.14666E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70060E+00  0.00000E+00  0.25323E-05    318  0.00000E+00      0.000
   48956.0000  0.00000E+00  0.94040E-37 -0.15099E-11  0.00000E+00 -0.13664E-05  0.00000E+00  0.30885E-32  0.90081E-07  0.00000E+00 -0.69090E+00 -0.14754E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69988E+00  0.00000E+00  0.25323E-05    319  0.00000E+00      0.000
   49481.0000  0.00000E+00  0.94040E-37  0.11404E-11  0.00000E+00 -0.13342E-05  0.00000E+00  0.31379E-32  0.90680E-07  0.00000E+00 -0.69160E+00 -0.14840E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69918E+00  0.00000E+00  0.25329E-05    320  0.00000E+00      0.000
   50006.0000  0.00000E+00  0.94040E-37  0.46185E-12  0.00000E+00 -0.13039E-05  0.00000E+00  0.31872E-32  0.90923E-07  0.00000E+00 -0.69229E+00 -0.14926E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69850E+00  0.00000E+00  0.25332E-05    321  0.00000E+00      0.000
   50606.0000  0.00000E+00  0.94040E-37  0.17160E-11  0.00000E+00 -0.12709E-05  0.00000E+00  0.32437E-32  0.91952E-07  0.00000E+00 -0.69305E+00 -0.15024E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69773E+00  0.00000E+00  0.25342E-05    322  0.00000E+00      0.000
   51206.0000  0.00000E+00  0.94040E-37  0.22240E-11  0.00000E+00 -0.12392E-05  0.00000E+00  0.33001E-32  0.93287E-07  0.00000E+00 -0.69379E+00 -0.15120E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69699E+00  0.00000E+00  0.25356E-05    323  0.00000E+00      0.000
   51592.5000  0.00000E+00  0.94040E-37 -0.22169E-11  0.00000E+00 -0.12193E-05  0.00000E+00  0.33364E-32  0.92430E-07  0.00000E+00 -0.69427E+00 -0.15183E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69652E+00  0.00000E+00  0.25356E-05    324  0.00000E+00      0.000
   51979.0000  0.00000E+00  0.94040E-37  0.18794E-11  0.00000E+00 -0.11998E-05  0.00000E+00  0.33728E-32  0.93156E-07  0.00000E+00 -0.69473E+00 -0.15245E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69606E+00  0.00000E+00  0.25363E-05    325  0.00000E+00      0.000
   52107.0000  0.00000E+00  0.94040E-37  0.19078E-11  0.00000E+00 -0.11935E-05  0.00000E+00  0.33848E-32  0.93400E-07  0.00000E+00 -0.69488E+00 -0.15266E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69590E+00  0.00000E+00  0.25365E-05    326  0.00000E+00      0.000
   52647.2000  0.00000E+00  0.94040E-37  0.67502E-12  0.00000E+00 -0.11674E-05  0.00000E+00  0.34356E-32  0.93765E-07  0.00000E+00 -0.69551E+00 -0.15355E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69527E+00  0.00000E+00  0.25369E-05    327  0.00000E+00      0.000
   53187.4000  0.00000E+00  0.94040E-37  0.94147E-12  0.00000E+00 -0.11420E-05  0.00000E+00  0.34864E-32  0.94274E-07  0.00000E+00 -0.69613E+00 -0.15448E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69466E+00  0.00000E+00  0.25374E-05    328  0.00000E+00      0.000
   53727.6000  0.00000E+00  0.94040E-37  0.23661E-11  0.00000E+00 -0.11178E-05  0.00000E+00  0.35372E-32  0.95552E-07  0.00000E+00 -0.69673E+00 -0.15548E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69405E+00  0.00000E+00  0.25387E-05    329  0.00000E+00      0.000
   54267.8000  0.00000E+00  0.94040E-37  0.10978E-11  0.00000E+00 -0.10944E-05  0.00000E+00  0.35880E-32  0.96145E-07  0.00000E+00 -0.69732E+00 -0.15680E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69346E+00  0.00000E+00  0.25393E-05    330  0.00000E+00      0.000
   54808.0000  0.00000E+00  0.94040E-37 -0.57199E-12  0.00000E+00 -0.10719E-05  0.00000E+00  0.36388E-32  0.95836E-07  0.00000E+00 -0.69790E+00 -0.15802E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69288E+00  0.00000E+00  0.25393E-05    331  0.00000E+00      0.000
   55348.2000  0.00000E+00  0.94040E-37 -0.93792E-12  0.00000E+00 -0.10502E-05  0.00000E+00  0.36896E-32  0.95329E-07  0.00000E+00 -0.69847E+00 -0.15918E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69231E+00  0.00000E+00  0.25393E-05    332  0.00000E+00      0.000
   55888.4000  0.00000E+00  0.94040E-37  0.84377E-12  0.00000E+00 -0.10291E-05  0.00000E+00  0.37404E-32  0.95785E-07  0.00000E+00 -0.69903E+00 -0.16029E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69176E+00  0.00000E+00  0.25397E-05    333  0.00000E+00      0.000
   56428.6000  0.00000E+00  0.94040E-37 -0.19504E-11  0.00000E+00 -0.10084E-05  0.00000E+00  0.37912E-32  0.94731E-07  0.00000E+00 -0.69957E+00 -0.16136E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69121E+00  0.00000E+00  0.25397E-05    334  0.00000E+00      0.000
   56968.8000  0.00000E+00  0.94040E-37  0.20766E-11  0.00000E+00 -0.98824E-06  0.00000E+00  0.38420E-32  0.95853E-07  0.00000E+00 -0.70011E+00 -0.16239E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69068E+00  0.00000E+00  0.25408E-05    335  0.00000E+00      0.000
   57509.0000  0.00000E+00  0.94040E-37 -0.28866E-11  0.00000E+00 -0.96870E-06  0.00000E+00  0.38928E-32  0.94294E-07  0.00000E+00 -0.70063E+00 -0.16340E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.69016E+00  0.00000E+00  0.25408E-05    336  0.00000E+00      0.000
   58109.0000  0.00000E+00  0.94040E-37 -0.55067E-12  0.00000E+00 -0.94763E-06  0.00000E+00  0.39492E-32  0.93963E-07  0.00000E+00 -0.70120E+00 -0.16448E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.68959E+00  0.00000E+00  0.25408E-05    337  0.00000E+00      0.000
   58709.0000  0.00000E+00  0.94040E-37  0.50981E-12  0.00000E+00 -0.92744E-06  0.00000E+00  0.40057E-32  0.94269E-07  0.00000E+00 -0.70175E+00 -0.16554E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.68903E+00  0.00000E+00  0.25412E-05    338  0.00000E+00      0.000
   59309.0000  0.00000E+00  0.94040E-37  0.98233E-12  0.00000E+00 -0.90779E-06  0.00000E+00  0.40621E-32  0.94859E-07  0.00000E+00 -0.70230E+00 -0.16656E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.68849E+00  0.00000E+00  0.25417E-05    339  0.00000E+00      0.000
