Pcp_File_Version=4
    3
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -3.363000e+000  1.000000e-001  1.000000e+000
    3 -3.747000e+000  1.000000e+000  1.000000e+000
   51    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.299916e-001  2.999163e-002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.574425e-001  1.574425e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.823525e-001  2.823525e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -5.047218e-001  4.047218e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -6.245502e-001  5.245501e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -7.418378e-001  6.418378e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -8.565846e-001  7.565846e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -9.687907e-001  8.687906e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -1.078456e+000  9.784559e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.185580e+000  1.085580e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.290164e+000  1.190164e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.392207e+000  1.292207e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.491709e+000  1.391709e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.588670e+000  1.488670e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.683090e+000  1.583090e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.774970e+000  1.674970e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.864309e+000  1.764309e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.951107e+000  1.851107e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -2.035364e+000  1.935364e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.117080e+000  2.017081e+000    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
