 ******* Program HYDRUS
 ******* 
 Esperance                                                               
 Date:  27. 4.    Time:  12:52:34
 Units: L = cm   , T = sec  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

   34552.5000  0.00000E+00  0.94040E-37 -0.52154E-11  0.00000E+00 -0.47708E-05  0.00000E+00  0.17340E-32 -0.97341E-06  0.00000E+00 -0.71655E+00 -0.55335E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.67423E+00  0.00000E+00  0.10461E-05    318  0.00000E+00      0.000
   35003.0000  0.00000E+00  0.94040E-37  0.44622E-11  0.00000E+00 -0.45879E-05  0.00000E+00  0.17764E-32 -0.97140E-06  0.00000E+00 -0.71862E+00 -0.55900E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.67217E+00  0.00000E+00  0.10481E-05    319  0.00000E+00      0.000
   35453.0000  0.00000E+00  0.94040E-37  0.29559E-11  0.00000E+00 -0.44683E-05  0.00000E+00  0.18187E-32 -0.97007E-06  0.00000E+00 -0.72063E+00 -0.56449E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.67016E+00  0.00000E+00  0.10494E-05    320  0.00000E+00      0.000
   35903.0000  0.00000E+00  0.94040E-37  0.10360E-10  0.00000E+00 -0.43335E-05  0.00000E+00  0.18610E-32 -0.96541E-06  0.00000E+00 -0.72258E+00 -0.56984E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.66821E+00  0.00000E+00  0.10541E-05    321  0.00000E+00      0.000
   36353.0000  0.00000E+00  0.94040E-37  0.55778E-11  0.00000E+00 -0.42016E-05  0.00000E+00  0.19033E-32 -0.96290E-06  0.00000E+00 -0.72447E+00 -0.57506E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.66632E+00  0.00000E+00  0.10566E-05    322  0.00000E+00      0.000
   36803.0000  0.00000E+00  0.94040E-37  0.17977E-11  0.00000E+00 -0.40896E-05  0.00000E+00  0.19456E-32 -0.96209E-06  0.00000E+00 -0.72631E+00 -0.58018E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.66448E+00  0.00000E+00  0.10574E-05    323  0.00000E+00      0.000
   37253.0000  0.00000E+00  0.94040E-37 -0.78160E-11  0.00000E+00 -0.39705E-05  0.00000E+00  0.19880E-32 -0.96561E-06  0.00000E+00 -0.72810E+00 -0.58522E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.66269E+00  0.00000E+00  0.10574E-05    324  0.00000E+00      0.000
   37703.0000  0.00000E+00  0.94040E-37 -0.49454E-11  0.00000E+00 -0.38656E-05  0.00000E+00  0.20303E-32 -0.96784E-06  0.00000E+00 -0.72983E+00 -0.59019E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.66095E+00  0.00000E+00  0.10574E-05    325  0.00000E+00      0.000
   38303.0000  0.00000E+00  0.94040E-37  0.33253E-11  0.00000E+00 -0.37239E-05  0.00000E+00  0.20867E-32 -0.96584E-06  0.00000E+00 -0.73207E+00 -0.59677E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.65872E+00  0.00000E+00  0.10594E-05    326  0.00000E+00      0.000
   38903.0000  0.00000E+00  0.94040E-37 -0.78870E-12  0.00000E+00 -0.36034E-05  0.00000E+00  0.21431E-32 -0.96631E-06  0.00000E+00 -0.73423E+00 -0.60341E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.65655E+00  0.00000E+00  0.10594E-05    327  0.00000E+00      0.000
   39503.0000  0.00000E+00  0.94040E-37  0.59472E-11  0.00000E+00 -0.34814E-05  0.00000E+00  0.21995E-32 -0.96275E-06  0.00000E+00 -0.73632E+00 -0.61032E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.65446E+00  0.00000E+00  0.10630E-05    328  0.00000E+00      0.000
   39803.5000  0.00000E+00  0.94040E-37  0.84768E-11  0.00000E+00 -0.34277E-05  0.00000E+00  0.22278E-32 -0.96020E-06  0.00000E+00 -0.73735E+00 -0.61431E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.65343E+00  0.00000E+00  0.10655E-05    329  0.00000E+00      0.000
   40104.0000  0.00000E+00  0.94040E-37 -0.21103E-11  0.00000E+00 -0.33709E-05  0.00000E+00  0.22561E-32 -0.96083E-06  0.00000E+00 -0.73836E+00 -0.61918E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.65242E+00  0.00000E+00  0.10655E-05    330  0.00000E+00      0.000
   40704.0000  0.00000E+00  0.94040E-37  0.97344E-12  0.00000E+00 -0.32643E-05  0.00000E+00  0.23125E-32 -0.96025E-06  0.00000E+00 -0.74032E+00 -0.62786E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.65046E+00  0.00000E+00  0.10661E-05    331  0.00000E+00      0.000
   41304.0000  0.00000E+00  0.94040E-37  0.35669E-11  0.00000E+00 -0.31607E-05  0.00000E+00  0.23689E-32 -0.95811E-06  0.00000E+00 -0.74222E+00 -0.63608E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.64857E+00  0.00000E+00  0.10682E-05    332  0.00000E+00      0.000
   41804.3333  0.00000E+00  0.94040E-37  0.62883E-11  0.00000E+00 -0.30770E-05  0.00000E+00  0.24160E-32 -0.95496E-06  0.00000E+00 -0.74376E+00 -0.64261E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.64703E+00  0.00000E+00  0.10714E-05    333  0.00000E+00      0.000
   42304.6667  0.00000E+00  0.94040E-37 -0.22524E-11  0.00000E+00 -0.29964E-05  0.00000E+00  0.24630E-32 -0.95609E-06  0.00000E+00 -0.74526E+00 -0.64889E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.64553E+00  0.00000E+00  0.10714E-05    334  0.00000E+00      0.000
   42805.0000  0.00000E+00  0.94040E-37  0.14424E-11  0.00000E+00 -0.29224E-05  0.00000E+00  0.25101E-32 -0.95537E-06  0.00000E+00 -0.74672E+00 -0.65495E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.64407E+00  0.00000E+00  0.10721E-05    335  0.00000E+00      0.000
   43305.0000  0.00000E+00  0.94040E-37 -0.47962E-11  0.00000E+00 -0.28622E-05  0.00000E+00  0.25571E-32 -0.95777E-06  0.00000E+00 -0.74815E+00 -0.66081E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.64263E+00  0.00000E+00  0.10721E-05    336  0.00000E+00      0.000
   43805.0000  0.00000E+00  0.94040E-37 -0.32045E-11  0.00000E+00 -0.27998E-05  0.00000E+00  0.26041E-32 -0.95937E-06  0.00000E+00 -0.74955E+00 -0.66649E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.64123E+00  0.00000E+00  0.10721E-05    337  0.00000E+00      0.000
   44305.0000  0.00000E+00  0.94040E-37 -0.65725E-12  0.00000E+00 -0.27394E-05  0.00000E+00  0.26511E-32 -0.95970E-06  0.00000E+00 -0.75092E+00 -0.67202E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63986E+00  0.00000E+00  0.10721E-05    338  0.00000E+00      0.000
   44905.0000  0.00000E+00  0.94040E-37  0.40039E-11  0.00000E+00 -0.26665E-05  0.00000E+00  0.27075E-32 -0.95729E-06  0.00000E+00 -0.75252E+00 -0.67843E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63827E+00  0.00000E+00  0.10745E-05    339  0.00000E+00      0.000
   45505.0000  0.00000E+00  0.94040E-37  0.24123E-11  0.00000E+00 -0.25959E-05  0.00000E+00  0.27640E-32 -0.95585E-06  0.00000E+00 -0.75408E+00 -0.68465E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63671E+00  0.00000E+00  0.10759E-05    340  0.00000E+00      0.000
   46105.0000  0.00000E+00  0.94040E-37  0.13998E-11  0.00000E+00 -0.25278E-05  0.00000E+00  0.28204E-32 -0.95501E-06  0.00000E+00 -0.75559E+00 -0.69070E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63519E+00  0.00000E+00  0.10768E-05    341  0.00000E+00      0.000
   46705.0000  0.00000E+00  0.94040E-37  0.39933E-11  0.00000E+00 -0.24610E-05  0.00000E+00  0.28768E-32 -0.95261E-06  0.00000E+00 -0.75707E+00 -0.69658E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63371E+00  0.00000E+00  0.10792E-05    342  0.00000E+00      0.000
   47305.0000  0.00000E+00  0.94040E-37  0.18225E-11  0.00000E+00 -0.23961E-05  0.00000E+00  0.29332E-32 -0.95152E-06  0.00000E+00 -0.75851E+00 -0.70231E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63228E+00  0.00000E+00  0.10803E-05    343  0.00000E+00      0.000
   47605.5000  0.00000E+00  0.94040E-37  0.37019E-11  0.00000E+00 -0.23646E-05  0.00000E+00  0.29615E-32 -0.95040E-06  0.00000E+00 -0.75922E+00 -0.70516E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63157E+00  0.00000E+00  0.10814E-05    344  0.00000E+00      0.000
   47906.0000  0.00000E+00  0.94040E-37 -0.32330E-12  0.00000E+00 -0.23343E-05  0.00000E+00  0.29898E-32 -0.95050E-06  0.00000E+00 -0.75992E+00 -0.70796E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.63086E+00  0.00000E+00  0.10814E-05    345  0.00000E+00      0.000
   48431.0000  0.00000E+00  0.94040E-37 -0.40252E-11  0.00000E+00 -0.22841E-05  0.00000E+00  0.30391E-32 -0.95262E-06  0.00000E+00 -0.76112E+00 -0.71275E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62967E+00  0.00000E+00  0.10814E-05    346  0.00000E+00      0.000
   48956.0000  0.00000E+00  0.94040E-37  0.24514E-11  0.00000E+00 -0.22362E-05  0.00000E+00  0.30885E-32 -0.95133E-06  0.00000E+00 -0.76229E+00 -0.71746E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62849E+00  0.00000E+00  0.10827E-05    347  0.00000E+00      0.000
   49481.0000  0.00000E+00  0.94040E-37  0.13429E-11  0.00000E+00 -0.21893E-05  0.00000E+00  0.31379E-32 -0.95062E-06  0.00000E+00 -0.76344E+00 -0.72209E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62734E+00  0.00000E+00  0.10834E-05    348  0.00000E+00      0.000
   50006.0000  0.00000E+00  0.94040E-37 -0.33182E-11  0.00000E+00 -0.21434E-05  0.00000E+00  0.31872E-32 -0.95237E-06  0.00000E+00 -0.76457E+00 -0.72665E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62622E+00  0.00000E+00  0.10834E-05    349  0.00000E+00      0.000
   50606.0000  0.00000E+00  0.94040E-37  0.12008E-11  0.00000E+00 -0.20919E-05  0.00000E+00  0.32437E-32 -0.95164E-06  0.00000E+00 -0.76582E+00 -0.73178E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62496E+00  0.00000E+00  0.10841E-05    350  0.00000E+00      0.000
   51206.0000  0.00000E+00  0.94040E-37  0.20961E-11  0.00000E+00 -0.20458E-05  0.00000E+00  0.33001E-32 -0.95039E-06  0.00000E+00 -0.76705E+00 -0.73684E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62373E+00  0.00000E+00  0.10854E-05    351  0.00000E+00      0.000
   51592.5000  0.00000E+00  0.94040E-37  0.82778E-12  0.00000E+00 -0.20160E-05  0.00000E+00  0.33364E-32 -0.95007E-06  0.00000E+00 -0.76783E+00 -0.74008E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62295E+00  0.00000E+00  0.10857E-05    352  0.00000E+00      0.000
   51979.0000  0.00000E+00  0.94040E-37  0.25011E-11  0.00000E+00 -0.19874E-05  0.00000E+00  0.33728E-32 -0.94910E-06  0.00000E+00 -0.76860E+00 -0.74329E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62219E+00  0.00000E+00  0.10866E-05    353  0.00000E+00      0.000
   52107.0000  0.00000E+00  0.94040E-37  0.28422E-12  0.00000E+00 -0.19780E-05  0.00000E+00  0.33848E-32 -0.94906E-06  0.00000E+00 -0.76885E+00 -0.74436E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62193E+00  0.00000E+00  0.10867E-05    354  0.00000E+00      0.000
   52647.2000  0.00000E+00  0.94040E-37 -0.19682E-11  0.00000E+00 -0.19401E-05  0.00000E+00  0.34356E-32 -0.95013E-06  0.00000E+00 -0.76990E+00 -0.74882E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.62089E+00  0.00000E+00  0.10867E-05    355  0.00000E+00      0.000
   53187.4000  0.00000E+00  0.94040E-37 -0.10800E-11  0.00000E+00 -0.19039E-05  0.00000E+00  0.34864E-32 -0.95071E-06  0.00000E+00 -0.77093E+00 -0.75328E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61986E+00  0.00000E+00  0.10867E-05    356  0.00000E+00      0.000
   53727.6000  0.00000E+00  0.94040E-37  0.25118E-11  0.00000E+00 -0.18684E-05  0.00000E+00  0.35372E-32 -0.94935E-06  0.00000E+00 -0.77194E+00 -0.75776E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61885E+00  0.00000E+00  0.10880E-05    357  0.00000E+00      0.000
   54267.8000  0.00000E+00  0.94040E-37  0.88818E-13  0.00000E+00 -0.18336E-05  0.00000E+00  0.35880E-32 -0.94931E-06  0.00000E+00 -0.77293E+00 -0.76230E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61786E+00  0.00000E+00  0.10881E-05    358  0.00000E+00      0.000
   54808.0000  0.00000E+00  0.94040E-37 -0.18794E-11  0.00000E+00 -0.17996E-05  0.00000E+00  0.36388E-32 -0.95032E-06  0.00000E+00 -0.77390E+00 -0.76694E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61689E+00  0.00000E+00  0.10881E-05    359  0.00000E+00      0.000
   55348.2000  0.00000E+00  0.94040E-37 -0.41211E-12  0.00000E+00 -0.17666E-05  0.00000E+00  0.36896E-32 -0.95054E-06  0.00000E+00 -0.77485E+00 -0.77188E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61593E+00  0.00000E+00  0.10881E-05    360  0.00000E+00      0.000
   55888.4000  0.00000E+00  0.94040E-37 -0.78515E-12  0.00000E+00 -0.17342E-05  0.00000E+00  0.37404E-32 -0.95097E-06  0.00000E+00 -0.77579E+00 -0.77808E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61499E+00  0.00000E+00  0.10881E-05    361  0.00000E+00      0.000
   56428.6000  0.00000E+00  0.94040E-37 -0.69988E-12  0.00000E+00 -0.17024E-05  0.00000E+00  0.37912E-32 -0.95135E-06  0.00000E+00 -0.77671E+00 -0.78449E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61407E+00  0.00000E+00  0.10881E-05    362  0.00000E+00      0.000
   56968.8000  0.00000E+00  0.94040E-37 -0.24052E-11  0.00000E+00 -0.16711E-05  0.00000E+00  0.38420E-32 -0.95265E-06  0.00000E+00 -0.77761E+00 -0.79052E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61317E+00  0.00000E+00  0.10881E-05    363  0.00000E+00      0.000
   57509.0000  0.00000E+00  0.94040E-37 -0.16698E-12  0.00000E+00 -0.16412E-05  0.00000E+00  0.38928E-32 -0.95274E-06  0.00000E+00 -0.77850E+00 -0.79631E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61228E+00  0.00000E+00  0.10881E-05    364  0.00000E+00      0.000
   58109.0000  0.00000E+00  0.94040E-37 -0.15277E-12  0.00000E+00 -0.16097E-05  0.00000E+00  0.39492E-32 -0.95283E-06  0.00000E+00 -0.77947E+00 -0.80249E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61132E+00  0.00000E+00  0.10881E-05    365  0.00000E+00      0.000
   58709.0000  0.00000E+00  0.94040E-37  0.57554E-12  0.00000E+00 -0.15794E-05  0.00000E+00  0.40057E-32 -0.95248E-06  0.00000E+00 -0.78041E+00 -0.80847E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.61037E+00  0.00000E+00  0.10884E-05    366  0.00000E+00      0.000
   59309.0000  0.00000E+00  0.94040E-37  0.16698E-12  0.00000E+00 -0.15502E-05  0.00000E+00  0.40621E-32 -0.95238E-06  0.00000E+00 -0.78134E+00 -0.81427E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60944E+00  0.00000E+00  0.10885E-05    367  0.00000E+00      0.000
   59909.0000  0.00000E+00  0.94040E-37 -0.90239E-12  0.00000E+00 -0.15230E-05  0.00000E+00  0.41185E-32 -0.95292E-06  0.00000E+00 -0.78226E+00 -0.81992E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60853E+00  0.00000E+00  0.10885E-05    368  0.00000E+00      0.000
   60209.5000  0.00000E+00  0.94040E-37  0.17337E-11  0.00000E+00 -0.15092E-05  0.00000E+00  0.41468E-32 -0.95240E-06  0.00000E+00 -0.78271E+00 -0.82272E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60807E+00  0.00000E+00  0.10891E-05    369  0.00000E+00      0.000
   60510.0000  0.00000E+00  0.94040E-37  0.54001E-12  0.00000E+00 -0.14959E-05  0.00000E+00  0.41750E-32 -0.95224E-06  0.00000E+00 -0.78316E+00 -0.82547E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60762E+00  0.00000E+00  0.10892E-05    370  0.00000E+00      0.000
   61110.0000  0.00000E+00  0.94040E-37  0.13678E-11  0.00000E+00 -0.14693E-05  0.00000E+00  0.42315E-32 -0.95142E-06  0.00000E+00 -0.78404E+00 -0.83083E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60674E+00  0.00000E+00  0.10900E-05    371  0.00000E+00      0.000
   61710.0000  0.00000E+00  0.94040E-37  0.60041E-12  0.00000E+00 -0.14432E-05  0.00000E+00  0.42879E-32 -0.95106E-06  0.00000E+00 -0.78491E+00 -0.83607E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60588E+00  0.00000E+00  0.10904E-05    372  0.00000E+00      0.000
   62310.0000  0.00000E+00  0.94040E-37 -0.40501E-12  0.00000E+00 -0.14178E-05  0.00000E+00  0.43443E-32 -0.95130E-06  0.00000E+00 -0.78576E+00 -0.84121E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60503E+00  0.00000E+00  0.10904E-05    373  0.00000E+00      0.000
   62910.0000  0.00000E+00  0.94040E-37  0.27534E-11  0.00000E+00 -0.13933E-05  0.00000E+00  0.44007E-32 -0.94965E-06  0.00000E+00 -0.78659E+00 -0.84623E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60419E+00  0.00000E+00  0.10920E-05    374  0.00000E+00      0.000
   63510.0000  0.00000E+00  0.94040E-37  0.13589E-11  0.00000E+00 -0.13708E-05  0.00000E+00  0.44572E-32 -0.94883E-06  0.00000E+00 -0.78742E+00 -0.85115E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60337E+00  0.00000E+00  0.10929E-05    375  0.00000E+00      0.000
   64110.0000  0.00000E+00  0.94040E-37  0.80469E-12  0.00000E+00 -0.13484E-05  0.00000E+00  0.45136E-32 -0.94835E-06  0.00000E+00 -0.78823E+00 -0.85598E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60256E+00  0.00000E+00  0.10933E-05    376  0.00000E+00      0.000
   64667.2857  0.00000E+00  0.94040E-37  0.11724E-12  0.00000E+00 -0.13280E-05  0.00000E+00  0.45660E-32 -0.94829E-06  0.00000E+00 -0.78897E+00 -0.86039E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60182E+00  0.00000E+00  0.10934E-05    377  0.00000E+00      0.000
   65224.5714  0.00000E+00  0.94040E-37  0.21263E-11  0.00000E+00 -0.13077E-05  0.00000E+00  0.46184E-32 -0.94710E-06  0.00000E+00 -0.78969E+00 -0.86472E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60109E+00  0.00000E+00  0.10946E-05    378  0.00000E+00      0.000
   65781.8571  0.00000E+00  0.94040E-37  0.10996E-11  0.00000E+00 -0.12878E-05  0.00000E+00  0.46708E-32 -0.94649E-06  0.00000E+00 -0.79041E+00 -0.86898E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.60037E+00  0.00000E+00  0.10952E-05    379  0.00000E+00      0.000
   66339.1428  0.00000E+00  0.94040E-37 -0.12648E-11  0.00000E+00 -0.12678E-05  0.00000E+00  0.47232E-32 -0.94719E-06  0.00000E+00 -0.79112E+00 -0.87317E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59967E+00  0.00000E+00  0.10952E-05    380  0.00000E+00      0.000
   66896.4285  0.00000E+00  0.94040E-37 -0.12790E-12  0.00000E+00 -0.12481E-05  0.00000E+00  0.47756E-32 -0.94726E-06  0.00000E+00 -0.79181E+00 -0.87730E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59897E+00  0.00000E+00  0.10952E-05    381  0.00000E+00      0.000
   67453.7142  0.00000E+00  0.94040E-37 -0.22027E-12  0.00000E+00 -0.12289E-05  0.00000E+00  0.48280E-32 -0.94739E-06  0.00000E+00 -0.79250E+00 -0.88136E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59829E+00  0.00000E+00  0.10952E-05    382  0.00000E+00      0.000
   68011.0000  0.00000E+00  0.94040E-37 -0.51514E-13  0.00000E+00 -0.12111E-05  0.00000E+00  0.48804E-32 -0.94742E-06  0.00000E+00 -0.79317E+00 -0.88537E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59761E+00  0.00000E+00  0.10952E-05    383  0.00000E+00      0.000
   68573.6250  0.00000E+00  0.94040E-37  0.20641E-11  0.00000E+00 -0.11940E-05  0.00000E+00  0.49333E-32 -0.94625E-06  0.00000E+00 -0.79385E+00 -0.88936E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59694E+00  0.00000E+00  0.10964E-05    384  0.00000E+00      0.000
   69136.2500  0.00000E+00  0.94040E-37  0.62528E-12  0.00000E+00 -0.11774E-05  0.00000E+00  0.49862E-32 -0.94590E-06  0.00000E+00 -0.79451E+00 -0.89329E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59628E+00  0.00000E+00  0.10967E-05    385  0.00000E+00      0.000
   69698.8750  0.00000E+00  0.94040E-37 -0.30216E-11  0.00000E+00 -0.11611E-05  0.00000E+00  0.50392E-32 -0.94760E-06  0.00000E+00 -0.79516E+00 -0.89718E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59562E+00  0.00000E+00  0.10967E-05    386  0.00000E+00      0.000
   70261.5000  0.00000E+00  0.94040E-37  0.81357E-12  0.00000E+00 -0.11450E-05  0.00000E+00  0.50921E-32 -0.94715E-06  0.00000E+00 -0.79581E+00 -0.90101E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59498E+00  0.00000E+00  0.10972E-05    387  0.00000E+00      0.000
   70824.1250  0.00000E+00  0.94040E-37  0.80291E-12  0.00000E+00 -0.11290E-05  0.00000E+00  0.51450E-32 -0.94669E-06  0.00000E+00 -0.79644E+00 -0.90480E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59434E+00  0.00000E+00  0.10976E-05    388  0.00000E+00      0.000
   71386.7500  0.00000E+00  0.94040E-37  0.63061E-12  0.00000E+00 -0.11133E-05  0.00000E+00  0.51979E-32 -0.94634E-06  0.00000E+00 -0.79707E+00 -0.90855E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59372E+00  0.00000E+00  0.10980E-05    389  0.00000E+00      0.000
   71949.3750  0.00000E+00  0.94040E-37 -0.82068E-12  0.00000E+00 -0.10978E-05  0.00000E+00  0.52508E-32 -0.94680E-06  0.00000E+00 -0.79768E+00 -0.91226E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59310E+00  0.00000E+00  0.10980E-05    390  0.00000E+00      0.000
   72512.0000  0.00000E+00  0.94040E-37  0.14850E-11  0.00000E+00 -0.10826E-05  0.00000E+00  0.53037E-32 -0.94596E-06  0.00000E+00 -0.79829E+00 -0.91593E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59249E+00  0.00000E+00  0.10988E-05    391  0.00000E+00      0.000
   73078.7778  0.00000E+00  0.94040E-37  0.13252E-11  0.00000E+00 -0.10676E-05  0.00000E+00  0.53570E-32 -0.94521E-06  0.00000E+00 -0.79890E+00 -0.91959E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59189E+00  0.00000E+00  0.10996E-05    392  0.00000E+00      0.000
   73645.5555  0.00000E+00  0.94040E-37  0.90949E-12  0.00000E+00 -0.10530E-05  0.00000E+00  0.54103E-32 -0.94470E-06  0.00000E+00 -0.79950E+00 -0.92322E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59129E+00  0.00000E+00  0.11001E-05    393  0.00000E+00      0.000
   74212.3333  0.00000E+00  0.94040E-37  0.65725E-12  0.00000E+00 -0.10388E-05  0.00000E+00  0.54636E-32 -0.94433E-06  0.00000E+00 -0.80008E+00 -0.92683E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59070E+00  0.00000E+00  0.11005E-05    394  0.00000E+00      0.000
   74779.1111  0.00000E+00  0.94040E-37 -0.77982E-12  0.00000E+00 -0.10249E-05  0.00000E+00  0.55169E-32 -0.94477E-06  0.00000E+00 -0.80067E+00 -0.93040E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.59012E+00  0.00000E+00  0.11005E-05    395  0.00000E+00      0.000
   75345.8889  0.00000E+00  0.94040E-37  0.37836E-12  0.00000E+00 -0.10113E-05  0.00000E+00  0.55702E-32 -0.94455E-06  0.00000E+00 -0.80124E+00 -0.93395E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.58955E+00  0.00000E+00  0.11007E-05    396  0.00000E+00      0.000
   75912.6666  0.00000E+00  0.94040E-37 -0.48672E-12  0.00000E+00 -0.99779E-06  0.00000E+00  0.56235E-32 -0.94483E-06  0.00000E+00 -0.80180E+00 -0.93749E+03  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.58898E+00  0.00000E+00  0.11007E-05    397  0.00000E+00      0.000
