"Plot Title: Ambient HNT Field"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10689813, SEN S/N: 10689813)","RH, % (LGR S/N: 10689813, SEN S/N: 10689813)","Host Connected (LGR S/N: 10689813)","Button Down (LGR S/N: 10689813)","Button Up (LGR S/N: 10689813)","Stopped (LGR S/N: 10689813)","End Of File (LGR S/N: 10689813)"
1,05/24/18 10:37:16 AM,27.265,59.348,,,,,
2,05/24/18 10:42:16 AM,27.560,59.227,,,,,
3,05/24/18 10:47:16 AM,27.757,57.493,,,,,
4,05/24/18 10:52:16 AM,27.955,58.016,,,,,
5,05/24/18 10:57:16 AM,27.782,57.842,,,,,
6,05/24/18 11:02:16 AM,27.733,57.562,,,,,
7,05/24/18 11:07:16 AM,28.103,57.348,,,,,
8,05/24/18 11:12:16 AM,28.103,56.802,,,,,
9,05/24/18 11:17:16 AM,28.202,57.695,,,,,
10,05/24/18 11:22:16 AM,28.326,57.947,,,,,
11,05/24/18 11:27:16 AM,29.171,57.210,,,,,
12,05/24/18 11:32:16 AM,29.396,56.100,,,,,
13,05/24/18 11:37:16 AM,29.521,53.486,,,,,
14,05/24/18 11:42:16 AM,30.123,54.022,,,,,
15,05/24/18 11:47:16 AM,29.396,50.865,,,,,
16,05/24/18 11:52:16 AM,29.296,53.230,,,,,
17,05/24/18 11:57:16 AM,29.221,53.997,,,,,
18,05/24/18 12:02:16 PM,29.596,53.455,,,,,
19,05/24/18 12:07:16 PM,29.571,51.545,,,,,
20,05/24/18 12:12:16 PM,29.847,51.351,,,,,
21,05/24/18 12:17:16 PM,29.872,51.001,,,,,
22,05/24/18 12:22:16 PM,30.476,55.136,,,,,
23,05/24/18 12:27:16 PM,30.653,50.036,,,,,
24,05/24/18 12:32:16 PM,30.679,49.038,,,,,
25,05/24/18 12:37:16 PM,31.008,48.575,,,,,
26,05/24/18 12:42:16 PM,31.568,44.963,,,,,
27,05/24/18 12:47:16 PM,31.722,44.158,,,,,
28,05/24/18 12:52:16 PM,31.364,45.976,,,,,
29,05/24/18 12:57:16 PM,31.441,42.462,,,,,
30,05/24/18 01:02:16 PM,31.645,44.741,,,,,
31,05/24/18 01:07:16 PM,31.722,44.645,,,,,
32,05/24/18 01:12:16 PM,32.106,43.655,,,,,
33,05/24/18 01:17:16 PM,31.594,43.440,,,,,
34,05/24/18 01:22:16 PM,32.132,41.899,,,,,
35,05/24/18 01:27:16 PM,32.544,41.000,,,,,
36,05/24/18 01:32:16 PM,32.931,41.488,,,,,
37,05/24/18 01:37:16 PM,32.183,42.471,,,,,
38,05/24/18 01:42:16 PM,32.312,43.696,,,,,
39,05/24/18 01:47:16 PM,32.003,42.441,,,,,
40,05/24/18 01:52:16 PM,32.440,41.475,,,,,
41,05/24/18 01:57:16 PM,32.466,39.490,,,,,
42,05/24/18 02:02:16 PM,32.802,40.045,,,,,
43,05/24/18 02:07:16 PM,33.009,37.865,,,,,
44,05/24/18 02:12:16 PM,33.686,37.567,,,,,
45,05/24/18 02:17:16 PM,33.451,35.933,,,,,
46,05/24/18 02:22:16 PM,32.518,36.716,,,,,
47,05/24/18 02:27:16 PM,33.087,39.261,,,,,
48,05/24/18 02:32:16 PM,33.113,37.289,,,,,
49,05/24/18 02:37:16 PM,31.875,37.181,,,,,
50,05/24/18 02:42:16 PM,32.906,39.113,,,,,
51,05/24/18 02:47:16 PM,33.269,39.121,,,,,
52,05/24/18 02:52:16 PM,33.087,38.379,,,,,
53,05/24/18 02:57:16 PM,33.399,38.218,,,,,
54,05/24/18 03:02:16 PM,33.739,36.285,,,,,
55,05/24/18 03:07:16 PM,34.290,36.547,,,,,
56,05/24/18 03:12:16 PM,33.791,35.778,,,,,
57,05/24/18 03:17:16 PM,33.347,35.638,,,,,
58,05/24/18 03:22:16 PM,33.035,37.558,,,,,
59,05/24/18 03:27:16 PM,33.425,35.217,,,,,
60,05/24/18 03:32:16 PM,33.087,36.086,,,,,
61,05/24/18 03:37:16 PM,32.260,36.405,,,,,
62,05/24/18 03:42:16 PM,31.390,38.313,,,,,
63,05/24/18 03:47:16 PM,30.856,38.988,,,,,
64,05/24/18 03:52:16 PM,31.237,39.690,,,,,
65,05/24/18 03:57:16 PM,31.747,37.953,,,,,
66,05/24/18 04:02:16 PM,31.773,38.308,,,,,
67,05/24/18 04:07:16 PM,30.983,39.402,,,,,
68,05/24/18 04:12:16 PM,29.822,40.424,,,,,
69,05/24/18 04:17:16 PM,29.421,43.083,,,,,
70,05/24/18 04:22:16 PM,28.847,42.007,,,,,
71,05/24/18 04:27:16 PM,28.400,40.480,,,,,
72,05/24/18 04:32:16 PM,28.301,42.307,,,,,
73,05/24/18 04:37:16 PM,27.905,41.533,,,,,
74,05/24/18 04:42:16 PM,27.807,43.039,,,,,
75,05/24/18 04:47:16 PM,27.560,42.624,,,,,
76,05/24/18 04:52:16 PM,27.388,43.484,,,,,
77,05/24/18 04:57:16 PM,27.437,44.635,,,,,
78,05/24/18 05:02:16 PM,27.339,45.576,,,,,
79,05/24/18 05:07:16 PM,26.995,47.228,,,,,
80,05/24/18 05:12:16 PM,26.848,48.833,,,,,
81,05/24/18 05:17:16 PM,26.652,50.464,,,,,
82,05/24/18 05:22:16 PM,26.383,50.880,,,,,
83,05/24/18 05:27:16 PM,26.163,52.149,,,,,
84,05/24/18 05:32:16 PM,26.042,53.226,,,,,
85,05/24/18 05:37:16 PM,26.017,53.846,,,,,
86,05/24/18 05:42:16 PM,25.944,53.998,,,,,
87,05/24/18 05:47:16 PM,25.871,55.200,,,,,
88,05/24/18 05:52:16 PM,25.749,55.049,,,,,
89,05/24/18 05:57:16 PM,25.652,53.976,,,,,
90,05/24/18 06:02:16 PM,25.458,54.892,,,,,
91,05/24/18 06:07:16 PM,25.433,55.363,,,,,
92,05/24/18 06:12:16 PM,25.361,56.594,,,,,
93,05/24/18 06:17:16 PM,25.215,55.132,,,,,
94,05/24/18 06:22:16 PM,25.118,55.520,,,,,
95,05/24/18 06:27:16 PM,24.827,56.598,,,,,
96,05/24/18 06:32:16 PM,24.634,58.011,,,,,
97,05/24/18 06:37:16 PM,24.489,58.357,,,,,
98,05/24/18 06:42:16 PM,24.392,59.681,,,,,
99,05/24/18 06:47:16 PM,24.392,59.943,,,,,
100,05/24/18 06:52:16 PM,24.320,60.479,,,,,
101,05/24/18 06:57:16 PM,24.320,60.497,,,,,
102,05/24/18 07:02:16 PM,24.392,60.665,,,,,
103,05/24/18 07:07:16 PM,25.094,58.518,,,,,
104,05/24/18 07:12:16 PM,24.586,57.420,,,,,
105,05/24/18 07:17:16 PM,24.223,59.146,,,,,
106,05/24/18 07:22:16 PM,23.910,59.791,,,,,
107,05/24/18 07:27:16 PM,23.886,60.889,,,,,
108,05/24/18 07:32:16 PM,23.742,61.222,,,,,
109,05/24/18 07:37:16 PM,23.717,61.227,,,,,
110,05/24/18 07:42:16 PM,23.862,60.857,,,,,
111,05/24/18 07:47:16 PM,23.886,60.594,,,,,
112,05/24/18 07:52:16 PM,23.982,60.572,,,,,
113,05/24/18 07:57:16 PM,23.958,60.559,,,,,
114,05/24/18 08:02:16 PM,24.465,59.544,,,,,
115,05/24/18 08:07:16 PM,24.731,57.988,,,,,
116,05/24/18 08:12:16 PM,24.682,57.740,,,,,
117,05/24/18 08:17:16 PM,24.513,58.478,,,,,
118,05/24/18 08:22:16 PM,24.248,59.458,,,,,
119,05/24/18 08:27:16 PM,23.838,60.955,,,,,
120,05/24/18 08:32:16 PM,23.501,62.363,,,,,
121,05/24/18 08:37:16 PM,23.237,63.513,,,,,
122,05/24/18 08:42:16 PM,23.045,64.334,,,,,
123,05/24/18 08:47:16 PM,22.901,65.168,,,,,
124,05/24/18 08:52:16 PM,22.829,65.617,,,,,
125,05/24/18 08:57:16 PM,22.685,66.067,,,,,
126,05/24/18 09:02:16 PM,22.493,66.877,,,,,
127,05/24/18 09:07:16 PM,22.350,67.133,,,,,
128,05/24/18 09:12:16 PM,22.206,67.843,,,,,
129,05/24/18 09:17:16 PM,22.039,68.275,,,,,
130,05/24/18 09:22:16 PM,21.943,68.904,,,,,
131,05/24/18 09:27:16 PM,21.847,69.220,,,,,
132,05/24/18 09:32:16 PM,21.752,69.578,,,,,
133,05/24/18 09:37:16 PM,21.704,69.902,,,,,
134,05/24/18 09:42:16 PM,21.632,70.310,,,,,
135,05/24/18 09:47:16 PM,21.561,70.769,,,,,
136,05/24/18 09:52:16 PM,21.465,71.130,,,,,
137,05/24/18 09:57:16 PM,21.393,71.457,,,,,
138,05/24/18 10:02:16 PM,21.179,72.143,,,,,
139,05/24/18 10:07:16 PM,21.059,72.719,,,,,
140,05/24/18 10:12:16 PM,20.916,73.277,,,,,
141,05/24/18 10:17:16 PM,20.821,73.899,,,,,
142,05/24/18 10:22:16 PM,20.773,74.247,,,,,
143,05/24/18 10:27:16 PM,20.821,74.341,,,,,
144,05/24/18 10:32:16 PM,20.869,74.335,,,,,
145,05/24/18 10:37:16 PM,20.892,74.233,,,,,
146,05/24/18 10:42:16 PM,20.845,74.388,,,,,
147,05/24/18 10:47:16 PM,20.797,74.545,,,,,
148,05/24/18 10:52:16 PM,20.797,74.646,,,,,
149,05/24/18 10:57:16 PM,20.821,74.644,,,,,
150,05/24/18 11:02:16 PM,20.821,74.593,,,,,
151,05/24/18 11:07:16 PM,20.773,74.700,,,,,
152,05/24/18 11:12:16 PM,20.726,74.965,,,,,
153,05/24/18 11:17:16 PM,20.773,74.855,,,,,
154,05/24/18 11:22:16 PM,20.797,74.698,,,,,
155,05/24/18 11:27:16 PM,20.821,74.695,,,,,
156,05/24/18 11:32:16 PM,20.797,74.801,,,,,
157,05/24/18 11:37:16 PM,20.749,74.962,,,,,
158,05/24/18 11:42:16 PM,20.678,75.235,,,,,
159,05/24/18 11:47:16 PM,20.583,75.570,,,,,
160,05/24/18 11:52:16 PM,20.440,76.089,,,,,
161,05/24/18 11:57:16 PM,20.440,76.436,,,,,
162,05/25/18 12:02:16 AM,20.440,76.495,,,,,
163,05/25/18 12:07:16 AM,20.344,76.802,,,,,
164,05/25/18 12:12:16 AM,20.249,77.117,,,,,
165,05/25/18 12:17:16 AM,20.130,77.504,,,,,
166,05/25/18 12:22:16 AM,20.059,77.832,,,,,
167,05/25/18 12:27:16 AM,20.106,77.960,,,,,
168,05/25/18 12:32:16 AM,20.154,77.824,,,,,
169,05/25/18 12:37:16 AM,20.249,77.621,,,,,
170,05/25/18 12:42:16 AM,20.225,77.369,,,,,
171,05/25/18 12:47:16 AM,20.154,77.502,,,,,
172,05/25/18 12:52:16 AM,20.106,77.763,,,,,
173,05/25/18 12:57:16 AM,20.035,77.834,,,,,
174,05/25/18 01:02:16 AM,19.963,78.171,,,,,
175,05/25/18 01:07:16 AM,20.082,78.229,,,,,
176,05/25/18 01:12:16 AM,20.321,77.810,,,,,
177,05/25/18 01:17:16 AM,20.726,76.888,,,,,
178,05/25/18 01:22:16 AM,20.797,75.658,,,,,
179,05/25/18 01:27:16 AM,20.797,75.438,,,,,
180,05/25/18 01:32:16 AM,20.726,75.500,,,,,
181,05/25/18 01:37:16 AM,20.773,75.171,,,,,
182,05/25/18 01:42:16 AM,20.869,74.793,,,,,
183,05/25/18 01:47:16 AM,20.797,74.646,,,,,
184,05/25/18 01:52:16 AM,20.702,74.709,,,,,
185,05/25/18 01:57:16 AM,20.606,74.926,,,,,
186,05/25/18 02:02:16 AM,20.440,75.208,,,,,
187,05/25/18 02:07:16 AM,20.344,75.706,,,,,
188,05/25/18 02:12:16 AM,20.297,75.821,,,,,
189,05/25/18 02:17:16 AM,20.154,76.175,,,,,
190,05/25/18 02:22:16 AM,20.130,76.234,,,,,
191,05/25/18 02:27:16 AM,20.106,76.122,,,,,
192,05/25/18 02:32:16 AM,20.225,75.499,,,,,
193,05/25/18 02:37:16 AM,20.249,75.123,,,,,
194,05/25/18 02:42:16 AM,20.344,74.496,,,,,
195,05/25/18 02:47:16 AM,20.344,74.496,,,,,
196,05/25/18 02:52:16 AM,20.392,74.491,,,,,
197,05/25/18 02:57:16 AM,20.321,74.650,,,,,
198,05/25/18 03:02:16 AM,20.368,74.493,,,,,
199,05/25/18 03:07:16 AM,20.368,74.443,,,,,
200,05/25/18 03:12:16 AM,20.368,74.493,,,,,
201,05/25/18 03:17:16 AM,20.321,74.499,,,,,
202,05/25/18 03:22:16 AM,20.344,74.396,,,,,
203,05/25/18 03:27:16 AM,20.368,74.196,,,,,
204,05/25/18 03:32:16 AM,20.297,74.205,,,,,
205,05/25/18 03:37:16 AM,20.297,73.915,,,,,
206,05/25/18 03:42:16 AM,20.273,73.776,,,,,
207,05/25/18 03:47:16 AM,20.297,73.264,,,,,
208,05/25/18 03:52:16 AM,20.178,73.325,,,,,
209,05/25/18 03:57:16 AM,20.082,73.068,,,,,
210,05/25/18 04:02:16 AM,19.987,72.992,,,,,
211,05/25/18 04:07:16 AM,19.940,72.954,,,,,
212,05/25/18 04:12:16 AM,20.035,71.454,,,,,
213,05/25/18 04:17:16 AM,20.249,69.988,,,,,
214,05/25/18 04:22:16 AM,20.297,69.370,,,,,
215,05/25/18 04:27:16 AM,20.368,69.227,,,,,
216,05/25/18 04:32:16 AM,20.440,68.576,,,,,
217,05/25/18 04:37:16 AM,20.416,68.394,,,,,
218,05/25/18 04:42:16 AM,20.273,69.080,,,,,
219,05/25/18 04:47:16 AM,20.249,69.345,,,,,
220,05/25/18 04:52:16 AM,20.154,69.865,,,,,
221,05/25/18 04:57:16 AM,20.082,70.438,,,,,
222,05/25/18 05:02:16 AM,20.011,70.630,,,,,
223,05/25/18 05:07:16 AM,19.987,70.817,,,,,
224,05/25/18 05:12:16 AM,19.868,70.435,,,,,
225,05/25/18 05:17:16 AM,19.749,71.573,,,,,
226,05/25/18 05:22:16 AM,19.583,72.362,,,,,
227,05/25/18 05:27:16 AM,19.416,73.287,,,,,
228,05/25/18 05:32:16 AM,19.321,73.753,,,,,
229,05/25/18 05:37:16 AM,19.178,74.781,,,,,
230,05/25/18 05:42:16 AM,18.940,75.690,,,,,
231,05/25/18 05:47:16 AM,18.774,76.314,,,,,
232,05/25/18 05:52:16 AM,18.679,76.783,,,,,
233,05/25/18 05:57:16 AM,18.655,76.962,,,,,
234,05/25/18 06:02:16 AM,18.655,77.263,,,,,
235,05/25/18 06:07:16 AM,18.631,77.084,,,,,
236,05/25/18 06:12:16 AM,18.607,77.328,,,,,
237,05/25/18 06:17:16 AM,18.655,76.903,,,,,
238,05/25/18 06:22:16 AM,19.012,74.166,,,,,
239,05/25/18 06:27:16 AM,19.464,71.155,,,,,
240,05/25/18 06:32:16 AM,19.868,68.580,,,,,
241,05/25/18 06:37:16 AM,20.178,67.210,,,,,
242,05/25/18 06:42:16 AM,20.463,66.883,,,,,
243,05/25/18 06:47:16 AM,20.749,66.776,,,,,
244,05/25/18 06:52:16 AM,21.632,65.690,,,,,
245,05/25/18 06:57:16 AM,21.704,63.370,,,,,
246,05/25/18 07:02:16 AM,21.441,62.700,,,,,
247,05/25/18 07:07:16 AM,21.298,61.722,,,,,
248,05/25/18 07:12:16 AM,21.155,63.548,,,,,
249,05/25/18 07:17:16 AM,21.036,63.383,,,,,
250,05/25/18 07:22:16 AM,20.916,63.900,,,,,
251,05/25/18 07:27:16 AM,20.773,63.973,,,,,
252,05/25/18 07:32:16 AM,20.678,64.483,,,,,
253,05/25/18 07:37:16 AM,20.511,64.861,,,,,
254,05/25/18 07:42:16 AM,20.344,65.587,,,,,
255,05/25/18 07:47:16 AM,20.273,65.576,,,,,
256,05/25/18 07:52:16 AM,20.225,66.110,,,,,
257,05/25/18 07:57:16 AM,20.178,66.854,,,,,
258,05/25/18 08:02:16 AM,20.225,66.631,,,,,
259,05/25/18 08:07:16 AM,20.297,67.050,,,,,
260,05/25/18 08:12:16 AM,20.416,67.279,,,,,
261,05/25/18 08:17:16 AM,20.606,66.994,,,,,
262,05/25/18 08:22:16 AM,20.892,66.859,,,,,
263,05/25/18 08:27:16 AM,21.274,66.735,,,,,
264,05/25/18 08:32:16 AM,21.776,66.104,,,,,
265,05/25/18 08:37:16 AM,22.158,64.604,,,,,
266,05/25/18 08:42:16 AM,22.589,64.615,,,,,
267,05/25/18 08:47:16 AM,22.949,61.645,,,,,
268,05/25/18 08:52:16 AM,23.213,60.263,,,,,
269,05/25/18 08:57:16 AM,23.381,59.861,,,,,
270,05/25/18 09:02:16 AM,23.597,60.604,,,,,
271,05/25/18 09:07:16 AM,23.477,61.223,,,,,
272,05/25/18 09:12:16 AM,23.429,60.408,,,,,
273,05/25/18 09:17:16 AM,23.165,59.196,,,,,
274,05/25/18 09:22:16 AM,23.189,60.569,,,,,
275,05/25/18 09:27:16 AM,23.453,62.581,,,,,
276,05/25/18 09:32:16 AM,23.357,58.610,,,,,
277,05/25/18 09:37:16 AM,23.261,60.165,,,,,
278,05/25/18 09:42:16 AM,23.261,60.953,,,,,
279,05/25/18 09:47:16 AM,22.973,61.353,,,,,
280,05/25/18 09:52:16 AM,22.997,61.615,,,,,
281,05/25/18 09:57:16 AM,23.237,60.328,,,,,
282,05/25/18 10:02:16 AM,23.381,60.473,,,,,
283,05/25/18 10:07:16 AM,23.381,59.325,,,,,
284,05/25/18 10:12:16 AM,23.597,60.514,,,,,
285,05/25/18 10:17:16 AM,23.862,59.768,,,,,
286,05/25/18 10:22:16 AM,24.151,59.212,,,,,
287,05/25/18 10:27:16 AM,24.392,58.208,,,,,
288,05/25/18 10:32:16 AM,24.706,57.141,,,,,
289,05/25/18 10:37:16 AM,25.045,56.657,,,,,
290,05/25/18 10:42:16 AM,25.385,56.113,,,,,
291,05/25/18 10:47:16 AM,25.336,54.658,,,,,
292,05/25/18 10:52:16 AM,26.017,54.968,,,,,
293,05/25/18 10:57:16 AM,26.897,52.087,,,,,
294,05/25/18 11:02:16 AM,26.995,51.434,,,,,
295,05/25/18 11:07:16 AM,26.774,50.602,,,,,
296,05/25/18 11:12:16 AM,26.407,51.890,,,,,
297,05/25/18 11:17:16 AM,26.090,52.432,,,,,
298,05/25/18 11:22:16 AM,25.895,51.653,,,,,
299,05/25/18 11:27:16 AM,25.847,54.120,,,,,
300,05/25/18 11:32:16 AM,25.847,54.516,,,,,
301,05/25/18 11:37:16 AM,25.798,52.732,,,,,
302,05/25/18 11:42:16 AM,26.090,54.292,,,,,
303,05/25/18 11:47:16 AM,26.676,54.192,,,,,
304,05/25/18 11:52:16 AM,27.363,52.977,,,,,
305,05/25/18 11:57:16 AM,27.265,50.060,,,,,
306,05/25/18 12:02:16 PM,27.511,51.340,,,,,
307,05/25/18 12:07:16 PM,28.029,51.321,,,,,
308,05/25/18 12:12:16 PM,28.549,49.556,,,,,
309,05/25/18 12:17:16 PM,28.698,48.904,,,,,
310,05/25/18 12:22:16 PM,29.797,49.382,,,,,
311,05/25/18 12:27:16 PM,29.797,47.670,,,,,
312,05/25/18 12:32:16 PM,29.696,46.231,,,,,
313,05/25/18 12:37:16 PM,29.096,48.835,,,,,
314,05/25/18 12:42:16 PM,28.648,50.439,,,,,
315,05/25/18 12:47:16 PM,29.797,47.679,,,,,
316,05/25/18 12:52:16 PM,30.755,48.075,,,,,
317,05/25/18 12:57:16 PM,31.339,45.397,,,,,
318,05/25/18 01:02:16 PM,31.824,43.578,,,,,
319,05/25/18 01:07:16 PM,32.699,41.667,,,,,
320,05/25/18 01:12:16 PM,32.854,42.509,,,,,
321,05/25/18 01:17:16 PM,32.621,43.718,,,,,
322,05/25/18 01:22:16 PM,32.621,41.264,,,,,
323,05/25/18 01:27:16 PM,32.776,41.491,,,,,
324,05/25/18 01:32:16 PM,32.906,42.243,,,,,
325,05/25/18 01:37:16 PM,33.530,39.718,,,,,
326,05/25/18 01:42:16 PM,33.712,38.408,,,,,
327,05/25/18 01:47:16 PM,33.843,37.563,,,,,
328,05/25/18 01:52:16 PM,33.896,39.088,,,,,
329,05/25/18 01:57:16 PM,34.185,37.733,,,,,
330,05/25/18 02:02:16 PM,34.237,38.427,,,,,
331,05/25/18 02:07:16 PM,34.158,37.402,,,,,
332,05/25/18 02:12:16 PM,34.712,38.293,,,,,
333,05/25/18 02:17:16 PM,35.137,36.532,,,,,
334,05/25/18 02:22:16 PM,35.084,36.523,,,,,
335,05/25/18 02:27:16 PM,35.537,35.340,,,,,
336,05/25/18 02:32:16 PM,35.084,35.234,,,,,
337,05/25/18 02:37:16 PM,35.324,35.468,,,,,
338,05/25/18 02:42:16 PM,35.645,34.843,,,,,
339,05/25/18 02:47:16 PM,35.324,34.821,,,,,
340,05/25/18 02:52:16 PM,34.316,35.493,,,,,
341,05/25/18 02:57:16 PM,34.369,35.752,,,,,
342,05/25/18 03:02:16 PM,35.190,35.471,,,,,
343,05/25/18 03:07:16 PM,36.102,34.666,,,,,
344,05/25/18 03:12:16 PM,36.291,31.458,,,,,
345,05/25/18 03:17:16 PM,36.480,32.863,,,,,
346,05/25/18 03:22:16 PM,36.480,30.853,,,,,
347,05/25/18 03:27:16 PM,36.291,31.657,,,,,
348,05/25/18 03:32:16 PM,35.967,31.463,,,,,
349,05/25/18 03:37:16 PM,36.155,33.240,,,,,
350,05/25/18 03:42:16 PM,36.670,32.876,,,,,
351,05/25/18 03:47:16 PM,36.588,31.279,,,,,
352,05/25/18 03:52:16 PM,36.942,31.267,,,,,
353,05/25/18 03:57:16 PM,37.517,29.505,,,,,
354,05/25/18 04:02:16 PM,37.738,28.633,,,,,
355,05/25/18 04:07:16 PM,37.572,29.200,,,,,
356,05/25/18 04:12:16 PM,38.014,28.207,,,,,
357,05/25/18 04:17:16 PM,38.236,29.397,,,,,
358,05/25/18 04:22:16 PM,38.097,29.838,,,,,
359,05/25/18 04:27:16 PM,38.570,30.494,,,,,
360,05/25/18 04:32:16 PM,37.765,28.986,,,,,
361,05/25/18 04:37:16 PM,37.600,29.958,,,,,
362,05/25/18 04:42:16 PM,37.655,27.996,,,,,
363,05/25/18 04:47:16 PM,37.106,28.779,,,,,
364,05/25/18 04:52:16 PM,37.079,28.559,,,,,
365,05/25/18 04:57:16 PM,37.298,29.959,,,,,
366,05/25/18 05:02:16 PM,37.161,28.985,,,,,
367,05/25/18 05:07:16 PM,36.806,30.554,,,,,
368,05/25/18 05:12:16 PM,37.215,29.562,,,,,
369,05/25/18 05:17:16 PM,37.490,29.060,,,,,
370,05/25/18 05:22:16 PM,37.876,28.341,,,,,
371,05/25/18 05:27:16 PM,38.180,27.763,,,,,
372,05/25/18 05:32:16 PM,37.793,28.890,,,,,
373,05/25/18 05:37:16 PM,38.125,27.966,,,,,
374,05/25/18 05:42:16 PM,37.876,29.885,,,,,
375,05/25/18 05:47:16 PM,37.820,28.663,,,,,
376,05/25/18 05:52:16 PM,37.161,30.141,,,,,
377,05/25/18 05:57:16 PM,37.024,30.528,,,,,
378,05/25/18 06:02:16 PM,36.942,32.139,,,,,
379,05/25/18 06:07:16 PM,37.024,30.409,,,,,
380,05/25/18 06:12:16 PM,36.751,30.686,,,,,
381,05/25/18 06:17:16 PM,36.588,30.382,,,,,
382,05/25/18 06:22:16 PM,36.724,31.513,,,,,
383,05/25/18 06:27:16 PM,36.697,31.077,,,,,
384,05/25/18 06:32:16 PM,37.024,30.971,,,,,
385,05/25/18 06:37:16 PM,36.779,31.219,,,,,
386,05/25/18 06:42:16 PM,36.670,30.908,,,,,
387,05/25/18 06:47:16 PM,36.697,31.481,,,,,
388,05/25/18 06:52:16 PM,36.616,30.754,,,,,
389,05/25/18 06:57:16 PM,36.534,29.637,,,,,
390,05/25/18 07:02:16 PM,36.129,31.349,,,,,
391,05/25/18 07:07:16 PM,36.182,30.255,,,,,
392,05/25/18 07:12:16 PM,36.048,32.250,,,,,
393,05/25/18 07:17:16 PM,36.021,31.990,,,,,
394,05/25/18 07:22:16 PM,35.377,29.900,,,,,
395,05/25/18 07:27:16 PM,34.792,30.294,,,,,
396,05/25/18 07:32:16 PM,34.343,31.122,,,,,
397,05/25/18 07:37:16 PM,34.290,32.389,,,,,
398,05/25/18 07:42:16 PM,34.185,32.252,,,,,
399,05/25/18 07:47:16 PM,33.948,32.489,,,,,
400,05/25/18 07:52:16 PM,33.608,33.457,,,,,
401,05/25/18 07:57:16 PM,33.243,33.832,,,,,
402,05/25/18 08:02:16 PM,32.880,34.316,,,,,
403,05/25/18 08:07:16 PM,32.621,34.652,,,,,
404,05/25/18 08:12:16 PM,32.260,35.922,,,,,
405,05/25/18 08:17:16 PM,31.517,37.279,,,,,
406,05/25/18 08:22:16 PM,30.729,37.853,,,,,
407,05/25/18 08:27:16 PM,29.947,39.308,,,,,
408,05/25/18 08:32:16 PM,29.221,41.284,,,,,
409,05/25/18 08:37:16 PM,28.574,43.579,,,,,
410,05/25/18 08:42:16 PM,28.276,45.985,,,,,
411,05/25/18 08:47:16 PM,28.202,47.401,,,,,
412,05/25/18 08:52:16 PM,28.004,48.731,,,,,
413,05/25/18 08:57:16 PM,27.930,49.653,,,,,
414,05/25/18 09:02:16 PM,27.708,50.301,,,,,
415,05/25/18 09:07:16 PM,27.609,50.809,,,,,
416,05/25/18 09:12:16 PM,27.708,50.190,,,,,
417,05/25/18 09:17:16 PM,27.708,50.140,,,,,
418,05/25/18 09:22:16 PM,27.782,49.713,,,,,
419,05/25/18 09:27:16 PM,27.856,49.352,,,,,
420,05/25/18 09:32:16 PM,27.683,49.779,,,,,
421,05/25/18 09:37:16 PM,27.536,50.046,,,,,
422,05/25/18 09:42:16 PM,27.314,50.427,,,,,
423,05/25/18 09:47:16 PM,27.093,51.323,,,,,
424,05/25/18 09:52:16 PM,26.823,52.030,,,,,
425,05/25/18 09:57:16 PM,26.628,52.672,,,,,
426,05/25/18 10:02:16 PM,26.456,53.165,,,,,
427,05/25/18 10:07:16 PM,26.359,53.758,,,,,
428,05/25/18 10:12:16 PM,26.115,54.473,,,,,
429,05/25/18 10:17:16 PM,26.188,54.404,,,,,
430,05/25/18 10:22:16 PM,25.944,55.208,,,,,
431,05/25/18 10:27:16 PM,25.628,56.177,,,,,
432,05/25/18 10:32:16 PM,25.555,56.405,,,,,
433,05/25/18 10:37:16 PM,25.531,56.710,,,,,
434,05/25/18 10:42:16 PM,25.506,56.630,,,,,
435,05/25/18 10:47:16 PM,25.409,56.768,,,,,
436,05/25/18 10:52:16 PM,25.288,57.354,,,,,
437,05/25/18 10:57:16 PM,25.264,57.226,,,,,
438,05/25/18 11:02:16 PM,25.433,56.892,,,,,
439,05/25/18 11:07:16 PM,25.094,57.627,,,,,
440,05/25/18 11:12:16 PM,24.852,58.430,,,,,
441,05/25/18 11:17:16 PM,24.900,58.499,,,,,
442,05/25/18 11:22:16 PM,24.803,58.945,,,,,
443,05/25/18 11:27:16 PM,24.489,59.728,,,,,
444,05/25/18 11:32:16 PM,24.272,60.599,,,,,
445,05/25/18 11:37:16 PM,24.079,61.457,,,,,
446,05/25/18 11:42:16 PM,23.910,62.194,,,,,
447,05/25/18 11:47:16 PM,24.006,62.318,,,,,
448,05/25/18 11:52:16 PM,24.103,62.529,,,,,
449,05/25/18 11:57:16 PM,24.248,62.562,,,,,
450,05/26/18 12:02:16 AM,24.248,62.669,,,,,
451,05/26/18 12:07:16 AM,24.175,63.010,,,,,
452,05/26/18 12:12:16 AM,24.127,63.309,,,,,
453,05/26/18 12:17:16 AM,24.103,63.449,,,,,
454,05/26/18 12:22:16 AM,24.055,63.527,,,,,
455,05/26/18 12:27:16 AM,24.103,63.494,,,,,
456,05/26/18 12:32:16 AM,24.127,63.264,,,,,
457,05/26/18 12:37:16 AM,24.079,63.522,,,,,
458,05/26/18 12:42:16 AM,24.031,63.715,,,,,
459,05/26/18 12:47:16 AM,23.934,64.062,,,,,
460,05/26/18 12:52:16 AM,23.838,64.369,,,,,
